,kobe,yield_val,k1,k2,reward
0,0.20468310790851457,1.0307834316622362,0.09519092575226788,0.4037127008149325,1.2354665395707507
1,0.20468310790851457,1.0307834316622362,0.09519092575226788,0.4037127008149325,1.2354665395707507
2,0.7981009375793859,0.44485741201013096,1.3265711951080068,2.457066367034244e-08,1.242958349589517
3,0.7981009375793859,0.44485741201013096,1.3265711951080068,2.457066367034244e-08,1.242958349589517
4,0.7635435358503184,0.7836207483196129,0.12483935245054945,1.570819579153068e-08,1.5471642841699313
5,0.7635453490639503,0.5167193745069814,1.3577715628490181,0.11216676602754168,1.2802647235709317
6,0.3627346462719144,1.021488695007124,0.001988840173579594,0.2816562890419269,1.3842233412790383
7,0.42302375631971706,1.0126136164838113,0.00041437650025786393,0.24801647060435128,1.4356373728035283
8,0.7821124300350857,0.47728541008024494,1.3577715628490181,0.052727996769948465,1.2593978401153305
9,0.3572291808427789,1.022130756450692,0.0021757546969868526,0.28475854513670557,1.3793599372934708
10,0.4289952358139581,1.0114973992376737,0.001388930156690952,0.24500242925792634,1.4404926350516318
11,0.29862206753654774,1.0273408656138139,0.026292887802388153,0.32443655406173905,1.3259629331503615
12,0.45315457613406335,1.0067914092386259,0.0010081686940111695,0.23154399192673678,1.4599459853726893
13,0.22900562657216755,1.0305212549629972,0.07617157666680316,0.38141250481072886,1.2595268815351648
14,0.22466221970267441,1.0306001918091052,0.07661048138836178,0.3842821429685082,1.2552624115117796
15,0.37773100230109735,1.0195804657731915,0.0023409188376552655,0.2734688483685483,1.3973114680742889
16,0.7517725718172782,0.8506945316754206,0.001068589162446943,2.4123487386840115e-07,1.6024671034926987
17,0.7201253785620325,0.8898182495050873,7.480256472828384e-06,0.04555119402394067,1.6099436280671198
18,0.7906554337658673,0.4606922143366506,1.3335883309389716,0.023959049245676253,1.2513476481025179
19,0.5092720678437529,0.9934329458270692,1.7757264004911787e-05,0.1996329792535675,1.502705013670822
20,0.6983304574795428,0.9082388305054296,0.0001713571423124302,0.06840861408206153,1.6065692879849724
21,0.7031319728791823,0.9045317915450823,7.480256472828384e-06,0.06366264686907494,1.6076637644242646
22,0.6582654945581076,0.9348444434165444,0.5853941818438059,0.3961786159844905,1.5931099379746518
23,0.7706086318269556,0.5019784525038002,1.3340551201408153,0.08392342995275136,1.2725870843307558
24,0.6350372345744306,0.9468422798115834,0.0002654494422466839,0.12031644803163405,1.581879514386014
25,0.20973284966013833,1.030771958225366,0.09222869303709791,0.39933503856979263,1.2405048078855043
26,0.6322419382725606,0.9482535360459832,2.1200700371515368e-05,0.12224570439518623,1.5804954743185438
27,0.7288925813229852,0.8810132401116503,8.371563322031355e-05,0.034994544118289006,1.6099058214346353
28,0.7561993663353723,0.8370342337935529,0.02747558365955627,0.00021562878921728423,1.5932336001289253
29,0.3899485339148428,1.0179358337723015,0.00010220013876157741,0.2661227670244931,1.4078843676871442
30,0.6997862762340444,0.906676337094519,0.0029392373495870164,0.06793206217208883,1.6064626133285635
31,0.31661176379344375,1.0260136068013697,0.00035686360812908714,0.30704534589551075,1.3426253705948135
32,0.5023721435209307,0.9952773101751335,6.735531737090631e-05,0.20360409068430554,1.4976494536960643
33,0.7061512113273912,0.9020978965818447,1.407774513877168e-05,0.0606305015287585,1.608249107909236
34,0.789385143756973,0.4635471707004529,1.3314066134690963,0.027737242691594374,1.2529323144574258
35,0.4566211448035249,1.0060861891340198,0.0005955586836511816,0.22950161349429596,1.4627073339375447
36,0.6107920918982623,0.9581875140972731,3.5473475335954738e-06,0.13712129304013454,1.5689796059955354
37,0.6042968503132022,0.9609833865295094,2.121035110209474e-05,0.1414742550388106,1.5652802368427117
38,0.7303761263518733,0.879416465409355,0.00010049805534311315,0.03309785999205461,1.6097925917612284
39,0.6903378476033721,0.9148882389553261,0.6282737950771746,0.38691624690748694,1.6052260865586983
40,0.5770621460789613,0.9717961960011705,5.791604385194214e-06,0.15905095097657784,1.5488583420801318
41,0.7660271155302729,0.5116667477688107,1.3590751203266924,0.10478018705114392,1.2776938632990835
42,0.3930860212536447,1.0174698424968072,0.0003753224420725219,0.2644715515541817,1.4105558637504518
43,0.7591634891259851,0.8251970758753807,0.04918271023406917,7.083808496879951e-05,1.584360565001366
44,0.7358435885966057,0.8732252479460825,7.445806427082424e-05,0.02573300281993579,1.6090688365426882
45,0.7401278911822246,0.8679667900399038,3.6308206446979255e-07,0.019493245292405467,1.6080946812221284
46,0.7600379942791117,0.8209381086494982,0.0568696404159012,1.570819579153068e-08,1.5809761029286098
47,0.7612293298073006,0.8140126874886164,0.06949950298028489,1.2241627273534839e-06,1.575242017295917
48,0.2314968349358151,1.0304677836120126,0.07617157666680316,0.3798620602165769,1.2619646185478277
49,0.5392349838662246,0.9846806967784758,0.00014439229416013936,0.1821714003453605,1.5239156806447003
