8.790518713059556344e-01,6.034895717443615748e-01,1.134758430186558531e+00,1.481111056786388325e-07
8.790518713059556344e-01,6.034895717443615748e-01,1.134758430186558531e+00,1.481111056786388325e-07
6.727187150379086988e-01,1.041410638751284923e+00,1.432593763540275648e-09,3.772343269678354871e-01
8.656547477375271527e-01,8.478271696420776049e-01,6.063569597625662055e-03,4.241401230231645059e-09
8.656721246466926312e-01,7.491731826241387893e-01,7.481711794981850128e-01,8.585352351746700084e-02
8.467615188617086952e-01,8.915318406990860867e-01,1.562092113809622171e-07,5.125984334332017722e-02
7.865132104831109583e-01,9.799720781440852679e-01,4.066932695364495738e-09,1.750986158585555730e-01
8.128494545014841588e-01,9.473378865144261862e-01,7.678771989116142107e-05,1.251258994264704549e-01
7.932276034111325203e-01,9.724063743289845796e-01,1.819514090014201545e-06,1.627224772301764655e-01
6.989973213919747907e-01,1.038047829366240959e+00,2.005735824329248117e-07,3.290719325535562678e-01
8.625365657916390649e-01,8.574906249991304241e-01,9.798086427920543739e-04,9.339410902055533814e-03
8.755601903713198242e-01,6.463859949669865657e-01,1.275985668810129869e+00,5.304701750606002214e-02
8.667112688000463416e-01,7.394167600386878370e-01,7.726221200264435929e-01,8.211336060866240849e-02
8.456072665376817010e-01,8.937557968565930100e-01,9.849149830906586125e-06,5.406870089867510387e-02
7.948441833870796280e-01,9.705114833739858504e-01,5.282987127124902593e-09,1.597103707267616413e-01
7.094381786902459464e-01,1.034893244363257914e+00,8.489321192537732972e-10,3.105570963935851414e-01
8.747592127436548681e-01,6.548941991757797343e-01,1.280736194357186442e+00,6.627963176413760593e-02
8.665675725303614296e-01,7.410465203884024632e-01,7.543145599773528609e-01,7.740314501700973349e-02
8.203325444271201139e-01,9.365384693465539367e-01,2.926984159716069710e-07,1.100129666380865595e-01
8.783233094813566177e-01,6.125794877243867509e-01,1.217455885268815763e+00,7.802303249231243298e-03
7.446619681122877976e-01,1.016784519087518879e+00,5.184975255036802094e-05,2.492065284574882800e-01
8.425254777507343862e-01,8.995715088372158164e-01,1.039097787763849706e-08,6.142983704405363676e-02
7.775398856607993459e-01,9.893355518677294791e-01,4.473957255020087006e-08,1.913533434832540847e-01
7.628456212336494069e-01,1.002903091055350693e+00,1.765059035793844040e-07,2.174455871190947298e-01
8.778650908724940916e-01,6.190286106332771876e-01,1.202328039278170557e+00,1.811288891421528394e-02
8.377679757447740183e-01,9.081417871753568738e-01,1.637573932259992859e-04,7.246825074090240681e-02
8.474578642125570882e-01,8.901313852808211413e-01,1.383222143168207140e-04,4.956542777431736935e-02
8.046850123032154301e-01,9.583336347792799081e-01,1.537220603222842682e-07,1.410641285791875976e-01
7.200479000300055166e-01,1.030649145646942877e+00,2.361237766712780272e-06,2.919614913273380630e-01
8.114809825359058371e-01,9.492517114981736670e-01,1.033423532535679253e-06,1.278205345148673566e-01
7.913874621587372316e-01,9.743736634819890607e-01,9.798086427920543739e-04,1.663575199044898256e-01
8.692515155466303822e-01,7.142077847074288499e-01,8.131398251999533144e-01,6.478954579619911058e-02
8.786067098551071375e-01,6.095355527966322962e-01,1.178125444005031941e+00,6.617722250728680367e-03
8.718206369593060057e-01,6.858197850496136061e-01,8.285972015215032904e-01,3.454132625897428366e-02
8.548010385022699609e-01,8.751926536852204785e-01,5.711083244872271868e-08,3.081788467895985040e-02
7.000096845205248108e-01,1.037786605908980642e+00,2.541725630318401260e-08,3.272649120091252750e-01
6.789616881491101763e-01,1.041216226428586022e+00,2.262383641745499861e-09,3.655316696764022710e-01
8.491887778165359002e-01,8.867558910384303328e-01,1.716978679491829772e-08,4.525838801487862273e-02
7.349753218107094588e-01,1.022914798308951490e+00,4.870329599182744676e-09,2.660032676267673479e-01
8.731086067512624505e-01,6.719952407524300009e-01,8.789150043201094942e-01,3.583682556450305812e-02
7.620445547069579773e-01,1.003581556119845120e+00,1.341803100714887344e-08,2.188538154297734462e-01
7.975379384787101289e-01,9.672882300679671586e-01,1.716774071634656254e-06,1.546620208399493435e-01
8.744743082478155793e-01,6.581504681926153566e-01,1.301140041902636879e+00,7.087924664926645302e-02
6.971471877271222528e-01,1.038499968218204339e+00,5.992597334341352461e-06,3.323836998148709809e-01
8.575631667793579549e-01,8.692077081642634040e-01,1.512681403214391157e-06,2.337782063325602455e-02
8.135925789639333328e-01,9.463123245067842637e-01,9.398396200058991891e-07,1.236341563424208090e-01
8.305563374812680033e-01,9.202299083874078134e-01,1.032397730856837725e-03,8.861295102121038991e-02
7.754948123022904483e-01,9.913532604155674832e-01,2.030798620614876222e-08,1.950193000701367363e-01
7.312596687512777915e-01,1.025032805169625583e+00,2.621455761583368689e-07,2.724525001302804394e-01
7.483599857090214025e-01,1.014219591027576417e+00,5.148918460602073133e-08,2.427633471847879254e-01
8.319731429472909667e-01,9.181358054875030650e-01,2.062104869033302691e-05,8.537503154390320426e-02
8.274403615988951133e-01,9.255189829330351392e-01,1.131947533256709958e-04,9.517463332257330988e-02
8.772488164303083868e-01,6.266769171827279994e-01,1.230423816339731857e+00,2.680385145225201715e-02
8.674252174441877683e-01,7.325841589088919470e-01,7.839034189407363407e-01,7.744054636353653320e-02
7.852941472470611473e-01,9.812936507848526446e-01,9.205208276330147958e-09,1.773246727944183809e-01
7.391568891899626959e-01,1.020376926342171142e+00,1.052602354520534351e-05,2.587509252965013995e-01
6.800711128347239898e-01,1.041141694700457920e+00,1.092809800665877924e-08,3.634716255767280191e-01
8.388784316322422940e-01,9.062130170065448853e-01,8.817688997538920565e-07,6.991070709467959998e-02
8.716503621025056825e-01,6.883569134348679341e-01,8.327138725549163567e-01,3.928854065792106859e-02
7.684748559949983182e-01,9.978834296398398918e-01,6.141325419543516026e-04,2.076741741744197178e-01
7.727740896641719370e-01,9.939718995912039112e-01,2.234249818339735399e-07,1.998771966111838050e-01
8.170834370249181466e-01,9.413212344720294222e-01,2.293036855461676952e-05,1.166348939435636056e-01
7.924363509411358475e-01,9.733236886023968193e-01,3.149816577545985257e-07,1.641915024569404191e-01
7.714004537090652924e-01,9.952386372192181252e-01,2.144567851506916627e-04,2.023773714919699096e-01
7.437203061487772660e-01,1.017423391791938858e+00,2.388957558596217712e-08,2.508266542132076005e-01
7.424585927739296709e-01,1.018259722089821961e+00,2.216529211723556117e-09,2.530173752628969153e-01
8.551842791341677241e-01,8.743741442285242194e-01,1.225886320933470031e-06,2.979987196212605105e-02
8.501908145379257764e-01,8.847460826240933773e-01,1.658450759875890597e-07,4.274037724198251342e-02
8.163947199627969997e-01,9.423224736580245731e-01,7.962477312931861885e-07,1.180210621942749671e-01
8.659032910433501762e-01,7.467625965164221835e-01,7.365719776865415902e-01,7.849181321391067445e-02
6.868068990167864873e-01,1.040433086489569003e+00,3.112093316693639755e-07,3.510782274760071986e-01
7.069897273204585053e-01,1.035724310339520837e+00,4.163293502859974364e-10,3.148766515074483685e-01
7.324395193375147217e-01,1.024373650227716315e+00,5.783913927869685175e-06,2.704059588986172380e-01
7.644514281099386022e-01,1.001524303288308548e+00,2.424533209872362528e-08,2.146188462749679948e-01
8.737304066420235049e-01,6.657483089214824012e-01,1.309001415526712897e+00,8.353876567312736034e-02
8.671225731044147622e-01,7.357652885145917754e-01,7.728640518760674372e-01,7.740314501700973349e-02
8.533853822996007032e-01,8.781811165497945826e-01,2.226311637772639675e-06,3.454132625897428366e-02
7.701363279919074545e-01,9.964398404407674992e-01,1.937404442138581463e-09,2.045674624257239893e-01
6.838087865154228728e-01,1.040802594474043330e+00,1.765059035793844040e-07,3.565713148298034207e-01
8.230993047068732027e-01,9.323411747063681254e-01,2.281078908856144690e-05,1.042990622429340319e-01
8.753427122417264394e-01,6.483241070863696720e-01,1.301105498121406079e+00,5.473640684899455655e-02
8.606313406565166968e-01,8.623066718571690270e-01,2.005735824329248117e-07,1.481100580419447699e-02
8.772823553591382328e-01,6.246301538602347936e-01,1.264481345013135360e+00,2.061374913151872712e-02
7.171212083834688222e-01,1.031924041711503648e+00,1.198336906242173359e-06,2.970740045128824613e-01
8.714606972009795172e-01,6.905495639956619192e-01,8.304735859961591693e-01,4.120779806326031747e-02
7.111624348879757029e-01,1.034271927445999495e+00,3.602252420804504267e-05,3.075345984887500328e-01
7.559162805583804490e-01,1.008566427910520424e+00,2.614007885978875316e-06,2.295922366355837574e-01
7.604291685948947332e-01,1.004930749234208553e+00,4.024807023665289905e-08,2.216901445039639040e-01
8.732505356594572055e-01,6.694554439787323563e-01,1.291663718409068018e+00,8.985452784644433477e-02
7.228301972780655227e-01,1.029363976754047227e+00,2.262383641745499861e-09,2.871095007790877007e-01
8.570619908886405458e-01,8.703095883811752254e-01,2.447191324672810893e-09,2.474586466390132911e-02
8.184426953523643578e-01,9.393407265056351596e-01,2.730386433133570489e-08,1.138743850284914122e-01
8.616385277167255552e-01,8.599783676172880753e-01,2.541725630318401260e-08,1.192195515275226714e-02
7.163114553047625899e-01,1.032262846217127716e+00,1.306157200916844409e-08,2.984902640765028647e-01
8.672963576248771123e-01,7.342065910885665625e-01,7.678660323815921229e-01,7.348159741908877329e-02
6.854162456871196740e-01,1.040601550717379586e+00,2.144567851506916627e-04,3.537033642711251979e-01
6.761287184288813368e-01,1.041351961564246142e+00,4.488483203891906682e-09,3.708182460308104278e-01
7.956983133417148135e-01,9.694949651130161383e-01,2.062104869033302691e-05,1.581182536248141313e-01
7.053027027346208122e-01,1.036236780146236880e+00,3.941420669895008555e-04,3.179987924539964261e-01
7.265079423996676500e-01,1.027555124278344723e+00,5.814497544138318857e-08,2.807085015051254406e-01
7.236988834724376041e-01,1.028947990034935422e+00,1.926321740123667835e-07,2.855965603009149034e-01
8.248422817725336031e-01,9.296493113806297837e-01,4.635610076512624605e-07,1.006517439333574904e-01
8.053814867089339469e-01,9.565086138763614354e-01,4.919776104224818716e-03,1.407221737163290021e-01
7.709244542223295804e-01,9.956999974943406828e-01,7.735277179157068993e-05,2.031880056614737695e-01
8.662462399213003428e-01,7.438921275098320240e-01,7.617601822427546576e-01,8.391428872380443660e-02
7.760115954448121300e-01,9.908472301667615723e-01,1.360526226572444336e-06,1.940944752237725446e-01
8.595673974047307597e-01,8.647318287222981459e-01,4.683607035044764375e-10,1.782030666686219844e-02
8.750446810723220281e-01,6.518183061617136564e-01,1.274250788426538161e+00,6.168569183663398514e-02
8.300148125191366688e-01,9.213799060903965499e-01,4.197434991897208868e-08,8.963189244138611289e-02
8.590458804664735659e-01,8.659075512836877930e-01,1.158247100519327494e-06,1.928012418028565711e-02
8.433639450701628792e-01,8.980086992246605337e-01,2.005735824329248117e-07,5.944547487705326150e-02
7.473292927453329959e-01,1.014581925937763751e+00,3.696001118777154752e-03,2.456410622382101394e-01
7.571983341805582635e-01,1.007516218321258927e+00,3.438124959087120788e-04,2.274458408696143907e-01
8.258192256573654300e-01,9.281183584742686010e-01,1.969066770196120376e-09,9.859464947402057922e-02
8.758631062718926774e-01,6.429643031363898587e-01,1.273513319644650643e+00,4.786302432308328636e-02
8.734911214575488136e-01,6.673486692887425908e-01,8.696975535200840435e-01,2.669959278923254506e-02
7.118195524978120359e-01,1.034031033097725150e+00,6.370940350619415187e-06,3.063692824689562832e-01
8.788183792933825789e-01,6.067393918581889256e-01,1.165514519950555439e+00,3.494499962064648302e-03
8.581211622831868002e-01,8.679481550099333864e-01,6.992253891823256226e-05,2.184829110221529411e-02
7.581665335302192332e-01,1.006778158526420164e+00,1.944128378894802824e-07,2.256555850081351233e-01
8.691084135990951864e-01,7.158555711734797544e-01,8.076172369427696562e-01,6.478954579619911058e-02
8.770715356665339524e-01,6.286032922253141919e-01,1.218710295008398781e+00,3.047969757511188871e-02
7.893006920405788440e-01,9.768904143018826147e-01,1.049626083730337153e-06,1.699853923750979379e-01
8.540606764612047597e-01,8.767515420754153910e-01,3.136818610742313478e-05,3.277459130975596269e-02
7.876171248177259443e-01,9.787613957871701409e-01,1.920638988989336024e-06,1.730779796881459776e-01
8.520983618716407859e-01,8.803082676033323617e-01,1.631865380385788544e-03,3.800721921009694165e-02
7.130116469634864007e-01,1.033580340708168954e+00,1.194913926106063982e-07,3.042735119427428248e-01
8.689956257621096469e-01,7.172646353639712258e-01,7.970035943739158801e-01,6.253512830692189994e-02
7.492905470578465899e-01,1.013547512137449980e+00,5.102813160213874599e-05,2.411590854193194078e-01
8.193550062591915539e-01,9.379909023734145368e-01,1.461574187058771565e-05,1.120171644055925342e-01
7.431457896760143012e-01,1.017806058045069850e+00,1.959703153249204671e-08,2.518242747550558658e-01
8.019617574647953662e-01,9.618160416545362690e-01,8.643291846438227709e-09,1.462819683498250700e-01
7.552127593352633284e-01,1.009115548567055765e+00,3.595788730403751739e-06,2.308216197561651917e-01
8.712302450857354330e-01,6.928532165956546862e-01,8.496379077089297738e-01,5.137703567773260760e-02
8.774893109709935857e-01,6.232353785198928575e-01,1.243644610665755712e+00,2.061374913151872712e-02
7.965966912248383380e-01,9.684238554099076079e-01,7.332629342937711878e-07,1.564303457093683125e-01
7.539417881120247245e-01,1.010096176428370018e+00,1.986221653949240887e-08,2.330394864213255479e-01
8.282300994086545520e-01,9.242509667275962126e-01,1.150923238774327552e-04,9.348862129408298804e-02
8.738026353375182298e-01,6.639786305779210585e-01,8.941957334951278202e-01,3.120841353570552590e-02
8.678930886082233398e-01,7.283879278640249533e-01,7.800387173558136489e-01,7.048438760569131212e-02
6.815672171227763476e-01,1.041022159211482334e+00,9.770470591792193102e-07,3.607026913582670469e-01
7.836233954343476693e-01,9.830793588550257311e-01,5.934851394663694568e-08,1.803659325906866728e-01
8.742545563444691359e-01,6.604381985206233541e-01,1.303455584201230089e+00,7.463468935070163846e-02
8.394368519139270290e-01,9.052122145172545320e-01,3.585326447101192604e-07,6.862732024559627109e-02
7.985122116107266077e-01,9.659872071068966726e-01,6.719223288498751010e-04,1.529706833790932530e-01
7.509052277051700974e-01,1.012373847778409441e+00,2.063547318008080583e-05,2.383391140460980329e-01
7.299473170961373603e-01,1.025750331835241891e+00,2.066122760277954716e-08,2.747313898248363584e-01
7.690118306783345625e-01,9.974693347056252657e-01,1.244008771509534216e-05,2.065648460275965603e-01
7.981474809303463758e-01,9.665477095132846141e-01,7.962477312931861885e-07,1.535139263310570656e-01
8.660481776701228762e-01,7.457903010823864198e-01,7.550397662223060635e-01,8.391428872380443660e-02
8.700369229560227513e-01,7.062809656773196831e-01,8.090758048874013841e-01,5.304701750606002214e-02
7.029728848015239784e-01,1.036966721104694900e+00,2.822073825203801073e-07,3.219914968768651797e-01
6.902038358703124210e-01,1.039910134010521681e+00,2.743536048201987261e-06,3.448967692757160530e-01
6.872529365966494330e-01,1.040370754351885196e+00,2.408027609903823865e-08,3.502638951564516767e-01
7.736596686182034555e-01,9.931277541549484722e-01,1.258288507429968599e-08,1.982982605144832100e-01
8.720751937074984195e-01,6.834544710138986678e-01,8.654286242889887015e-01,4.535171840326259612e-02
8.725906335506106171e-01,6.776419694857461762e-01,8.754524854164231762e-01,4.168484579136322310e-02
6.809569473817980167e-01,1.041073581184547736e+00,1.372070666588125320e-09,3.618307360839592146e-01
8.075051056070576827e-01,9.544986154311894122e-01,7.091210936227978308e-04,1.357500407727523228e-01
7.079411367751956563e-01,1.035407987229188365e+00,2.282131604574401215e-07,3.131967962641103442e-01
8.190139944977197217e-01,9.384635273755821405e-01,1.612549145034777170e-04,1.127391008336861983e-01
7.213065993531458941e-01,1.030076683279663730e+00,2.926984159716069710e-07,2.897650962861920698e-01
8.359371743023263912e-01,9.113495194445541125e-01,1.632493141380880958e-04,7.660727344950787887e-02
7.209123150047979101e-01,1.030217798478604063e+00,5.098720088766913469e-04,2.906205486279078709e-01
8.152025565503377980e-01,9.440327112270241461e-01,2.581738035146433151e-09,1.204172778569995717e-01
8.638149074894448942e-01,8.548267178223782903e-01,1.544209066690009337e-05,5.536167089564598617e-03
7.991609280257687686e-01,9.653053519172030139e-01,9.429878280962792817e-06,1.516026099386507953e-01
7.811485888625642193e-01,9.856706850171834677e-01,2.516737098577112906e-10,1.848513572389910153e-01
8.781417126465174139e-01,6.155319719578850046e-01,1.191763726323983086e+00,1.398238561532857277e-02
8.764593758302412496e-01,6.356552725040574003e-01,1.230825945584406611e+00,3.983778867609474861e-02
8.436910455328404668e-01,8.973950664695189428e-01,9.770470591792193102e-07,5.866771967762721141e-02
8.759706434534377806e-01,6.410561721263802193e-01,1.289766479754092865e+00,4.374578995010798554e-02
7.020669754072623725e-01,1.037226115918481684e+00,1.092809800665877924e-08,3.236012436094449773e-01
8.328915023864269518e-01,9.166009400130288309e-01,3.392349432004064981e-07,8.335651013447686886e-02
8.240978402233816169e-01,9.308066264092960118e-01,3.883844523092863422e-07,1.022120099776174518e-01
7.360984377511720078e-01,1.022249380811664832e+00,3.526225889992884825e-09,2.640544746344777871e-01
8.776333398940114883e-01,6.218901682400996833e-01,1.207779424628007359e+00,2.173437999531430131e-02
7.368853083338698928e-01,1.021776109935868870e+00,1.003476198653082793e-06,2.626894903355111999e-01
8.698339278990605550e-01,7.083847383726108449e-01,8.032008337658371744e-01,5.349643597657310901e-02
6.750770680770501464e-01,1.041382284092211119e+00,2.328674864351704618e-07,3.727907449007050733e-01
8.566555383984604255e-01,8.711969834155769421e-01,1.809836019359764880e-06,2.584945737852886033e-02
8.638149074894448942e-01,8.548267178223782903e-01,1.544209066690009337e-05,5.536167089564598617e-03
8.479750227030937726e-01,8.891570674417785813e-01,9.874123679357385292e-06,4.827725167594773548e-02
8.068151846343163403e-01,9.555479230507659683e-01,9.755950123746237590e-08,1.369484844077479835e-01
7.416206991016671690e-01,1.018806895786660949e+00,7.021903898499979842e-09,2.544718862192958397e-01
7.999944191439110064e-01,9.642776198043452318e-01,4.580486232158479136e-09,1.500227112435247867e-01
8.264096778746371497e-01,9.271861563256896810e-01,8.643291846438227709e-09,9.734610949481992126e-02
8.175494866392171156e-01,9.405161654078186828e-01,6.141325419543516026e-04,1.157976792607800787e-01
8.621798943859313447e-01,8.587133290596332680e-01,2.062758083122578013e-09,1.035220969053268769e-02
8.179466765370101422e-01,9.400676669473911895e-01,2.151954568170642672e-06,1.148826076602639107e-01
8.739180162401162244e-01,6.626734492971642076e-01,8.949577231583782932e-01,2.984347258100095157e-02
8.646780907850423192e-01,8.527460888816371654e-01,1.150306539606014090e-06,2.944931309152215571e-03
