"spp" "k1" "k2" "safety" "kobe.n" "yield" "yieldAav"
"brill" 0.938479942269623 0.134965380653739 0.803005573354709 0.925 0.673195067016387 0.970550410822925
"brill" 0.0453902627341449 0.94569116551429 0.611214971030162 0 0.948212993463549 0.920615788444048
"brill" 0.574741657823324 0.948955656494945 0.61865785874413 0.425 1.01180199516193 0.884028569327969
"brill" 0.307553882012144 0.842809864785522 0.429542558670795 0 0.819584240929835 0.915433153052258
"brill" 0.0616779965348542 0.337193941697478 0.680984331768287 0.5 0.964602089342453 0.970506070179843
"brill" 0.316839318023995 0.791922213742509 0.618312944505389 0.075 0.889168688970408 0.92840768451875
"brill" 0.436743427300826 0.809073281940073 0.619890186837263 0.1 0.938505590634943 0.90212912078647
"brill" 0.245467761997133 0.403673969209194 0.615522969630097 0.5 0.885879184257801 0.936420922327986
"brill" 0.80362889636308 0.317728240974247 0.771555501931734 0.75 0.764161652288359 0.94956283870939
"brill" 0.425079575739801 0.314132226398215 0.758968212065776 0.6 1.00859575571463 0.972144962398776
"brill" 0.767802900867537 0.556765034794807 0.672643013723238 0.575 0.931631874892894 0.945515955632477
"brill" 0.277855891501531 0.483759296359494 0.598906101979222 0.2 0.970339294926499 0.943381114131301
"brill" 0.944344694726169 0.626575158210471 0.795682358216439 0.825 0.774197220837084 0.918532512279206
"brill" 0.959356074919924 0.521745410049334 0.751015234514225 0.75 0.872316313037727 0.927126094630402
"brill" 0.348205346614122 0.749366363510489 0.566275513824084 0.2 0.985611787071547 0.877699347367912
"brill" 0.888441958930343 0.0058126007206738 0.691652966218263 0.775 0.503637395181327 0.955442320851504
"brill" 0.127321570878848 0.207586841890588 0.63239488360848 0.325 0.952335987443443 0.975013096955595
"brill" 0.85808045277372 0.594940204406157 0.672575959932128 0.7 0.800374164951022 0.895775270747622
"brill" 0.898017122875899 0.72439638688229 0.70181018490502 0.6 0.849421226726745 0.88641734342177
"brill" 0.991752302506939 0.849895983934402 0.786928629396402 0.875 0.84288893830438 0.907198106443378
"brill" 0.975564987864345 0.148128618486226 0.809188537813685 0.825 0.673202664247452 0.96165942811523
"brill" 0.959883458213881 0.751043331576511 0.589283549819018 0.4 0.852474315113261 0.84039297679747
"brill" 0.393708832096308 0.367692831670865 0.656998476366461 0.7 1.02744899445804 0.957175801514664
"brill" 0.451275362167507 0.674095387104899 0.59609780297299 0.2 0.928961662997859 0.910981361056858
"brill" 0.182448245584965 0.142120063770562 0.798152111255191 0.875 0.903406947776196 0.985760261349894
"brill" 0.998348362045363 0.0108889315742999 0.808268207948722 0.825 0.687635080427499 0.961279641533296
"brill" 0.968237782595679 0.121470025274903 0.796909938736654 0.95 0.652298079771551 0.955734108487742
"brill" 0.829676731722429 0.859329046215862 0.619627236316411 0.725 0.784633131705382 0.863273794722162
"brill" 0.248947551008314 0.140042162733153 0.644596936376886 0.5 0.835429851619988 0.973120161185876
"brill" 0.641011587576941 0.948709376389161 0.609544301032722 0.3 0.975701672359675 0.885026302380558
"brill" 0.920475330436602 0.00879128836095333 0.81856311111239 0.775 0.763709673000808 0.981018018226336
"brill" 0.394408039515838 0.0673816986382008 0.640417454077532 0.75 0.67888672220361 0.971292414383046
"brill" 0.409649938810617 0.79663249081932 0.690201653058145 0.525 1.03818684256348 0.877058660206022
"brill" 0.087003466906026 0.0413445737212896 0.788168050127821 0.7 0.975930296547897 0.991403035881612
"brill" 0.210138517664745 0.748206585645676 0.539541754672509 0 0.890964413843113 0.94745945725998
"brill" 0.956181968562305 0.970615858212113 0.586579312706789 0.75 0.864350880354234 0.837225005536627
"brill" 0.269153668079525 0.36956393183209 0.643334296716196 0.725 0.918911052148126 0.940202965752691
"brill" 0.424406596692279 0.5286210605409 0.674665225012071 0.55 1.05586776414723 0.920104482588344
"brill" 0.0674170029815286 0.344233090989292 0.626806461343595 0.175 0.948190317909657 0.952453452340182
"brill" 0.240643021184951 0.685588201973587 0.557260532243874 0.075 0.918560338898141 0.928409563338386
"brill" 0.355265717720613 0.776268190005794 0.616371891814289 0.225 1.04765025693961 0.889981914342034
"brill" 0.850465913070366 0.157996256835759 0.780067627859007 0.575 0.782745832795137 0.957849390450113
"brill" 0.686194168869406 0.500901075545698 0.744016570579955 0.725 0.947291714586587 0.950359018897872
"brill" 0.0164395666215569 0.675829553510994 0.624532442821284 0.125 0.949028351049968 0.922526943042854
"brill" 0.709524816134945 0.0980873759835958 0.80311034657126 0.925 0.718680118797189 0.976146714992904
"brill" 0.55204532505013 0.619453330291435 0.741575951007705 0.475 0.953403564648184 0.941933630271059
"brill" 0.145542884012684 0.0781794306822121 0.771988093464897 0.9 0.749869882047285 0.988798604007349
"brill" 0.0725113751832396 0.515370350563899 0.485622440984379 0.1 0.894188990461989 0.928274575989175
"brill" 0.572003483772278 0.455297313863412 0.780103086058899 0.775 0.95623597196012 0.944898660341086
"brill" 0.0652811399195343 0.59508427628316 0.533901545411269 0.15 0.952138428151721 0.914262001688402
"brill" 0.496729790000245 0.810412443475798 0.673199723233892 0.1 0.984793038509227 0.904158820528824
"brill" 0.599376040510833 0.773471005260944 0.6038660550812 0.275 0.989516270455691 0.876960780755965
"brill" 0.586742987390608 0.916388862067834 0.602204470346692 0.325 0.888356562728829 0.846267983806857
"brill" 0.347286109346896 0.193555872421712 0.655100431318088 0.75 0.778134143582454 0.969636805088413
"brill" 0.762105038156733 0.167121641105041 0.773251279615616 0.875 0.678664182503654 0.965442220571986
"brill" 0.892281079897657 0.835288383997977 0.69089957856929 0.725 0.852182674925323 0.856908812546685
"brill" 0.470648742746562 0.502805092604831 0.634775447410949 0.6 1.0217344007497 0.926492592085707
"brill" 0.34952723281458 0.9074677801691 0.660190500375464 0.15 0.967887730113005 0.905616873008536
"brill" 0.226370291318744 0.366075502475724 0.65437252690225 0.425 0.990528979825683 0.946884525346003
"brill" 0.016937870066613 0.0193852917291224 0.802220039358325 0.925 0.880205246744445 0.997968513312295
"brill" 0.536997665185481 0.462376262061298 0.53404802586456 0.675 0.820767905995621 0.912483332903228
"brill" 0.370368637377396 0.0630847665015608 0.811239803246867 0.9 0.756334732140429 0.983555188096479
"brill" 0.560383027652279 0.99912321800366 0.640393085268516 0.35 0.996879522144796 0.848221675347807
"brill" 0.672758835367858 0.298557744594291 0.617500459674537 0.825 0.631427721270385 0.917460554208561
"brill" 0.213638347573578 0.205207605380565 0.566519606778269 0.6 0.902895539425067 0.960389051470673
"brill" 0.362986334133893 0.283000827766955 0.542366639737311 0.55 0.8083214725943 0.952198292758982
"brill" 0.272548525594175 0.163005961803719 0.815667004016299 0.75 1.03118687396052 0.980753587465848
"brill" 0.719671262893826 0.234598120907322 0.774317618017275 0.875 0.805251742051507 0.950464706770764
"brill" 0.397241722093895 0.580736438976601 0.609280984951074 0.375 0.935650476578921 0.916006086166549
"brill" 0.194760042475536 0.684493286535144 0.541652116090884 0.1 0.92818372170861 0.949071957174755
"brill" 0.49400564446114 0.586065214825794 0.56299815725734 0.725 0.91335187748363 0.901610170474437
"brill" 0.0311597194522619 0.757757506100461 0.620184751785924 0.125 0.931828072565393 0.927581971060743
"brill" 0.649288852699101 0.687680782051757 0.650647591567003 0.75 0.889688138322813 0.905180555497866
"brill" 0.309832552447915 0.260034082457423 0.624099580695071 0.625 0.955950161834791 0.960481298024148
"brill" 0.931979008717462 0.825126157142222 0.677054153006101 0.7 0.794708937571024 0.851696170939149
"brill" 0.773177401861176 0.105917422566563 0.79232116778427 0.95 0.6679993075371 0.959423429442782
"brill" 0.849931496893987 0.0891337525099516 0.783270472697797 0.925 0.725927456188956 0.964355032316707
"brill" 0.312445968389511 0.651981078321114 0.647622347159853 0.25 1.03310635375176 0.897806374740176
"brill" 0.0810186276212335 0.901166307041422 0.612386157981574 0 0.959790753917476 0.933044190846792
"brill" 0.0294077531434596 0.676804607501253 0.615654573500559 0.075 0.893043657311126 0.944499091689049
"brill" 0.824316331418231 0.473024324048311 0.710096917356974 0.725 0.790664213252045 0.925945315244798
"brill" 0.847750675166026 0.0120423745829612 0.8408773559363 0.875 0.779188461667052 0.974761061837921
"brill" 0.709910066798329 0.80634240899235 0.738792863195029 0.55 0.932255729284717 0.867201590777919
"brill" 0.0901115171145648 0.846512884134427 0.591750749279239 0.075 0.924192677660815 0.90942832004422
"brill" 0.0114362249150872 0.0156942349858582 0.78104076661483 0.825 0.876879556248646 0.993715246739376
"brill" 0.720984551822767 0.2646698593162 0.782247318051478 0.85 0.781511658358538 0.961606630516533
"brill" 0.688124346546829 0.361246916465461 0.720964082942474 0.7 0.87448549417082 0.963881628299535
"brill" 0.809479604708031 0.27979346178472 0.776101294862167 0.85 0.830855001057557 0.962995898237487
"brill" 0.534433245426044 0.390243165427819 0.785269000130538 0.75 0.882003953336342 0.954154298694823
"brill" 0.27208641381003 0.560351233463734 0.56237779432973 0.1 0.962392853586322 0.92716933247636
"brill" 0.10861449688673 0.515573388431221 0.514407961402353 0.225 0.944102454517467 0.911651076100008
"brill" 0.781429667025805 0.981747759040445 0.679010259810946 0.325 0.968341236671065 0.88179160487929
"brill" 0.213346300879493 0.542546728625894 0.603019206376324 0.05 0.997519271473523 0.932611056265806
"brill" 0.85169690172188 0.669664244633168 0.772992929598505 0.85 0.814611459012102 0.91509455575096
"brill" 0.446636185981333 0.873828890034929 0.51537152963844 0.225 0.945222347384178 0.843045115593055
"brill" 0.990838279016316 0.759016477735713 0.661740186544907 0.725 0.860176652923278 0.905230959088314
"brill" 0.423766022548079 0.106116624316201 0.808236129453658 0.925 0.819976022372291 0.982568685010373
"brill" 0.256914249854162 0.386266638292 0.55636242835634 0.075 0.949983992190868 0.962342581006676
"brill" 0.26161476643756 0.656648416537791 0.615924042388834 0.05 1.04494521990022 0.916779886564156
"brill" 0.847536781569943 0.166071627056226 0.755804214591585 0.8 0.852654990848314 0.956668865290259
"brill" 0.947558222105727 0.859937348403037 0.684984872222187 0.55 0.911982445869421 0.86677253943782
"brill" 0.256402561441064 0.283175458433107 0.624721453788304 0.425 0.955569057472994 0.959718994444717
"brill" 0.351314211264253 0.639998846920207 0.638702825879294 0.3 0.993811508318838 0.910841629281823
"brill" 0.92186712520197 0.747019899310544 0.635185749184344 0.65 0.824655378768537 0.883865403703152
"brill" 0.205991996219382 0.136583246989176 0.795539855426915 0.85 1.0145551176595 0.987667534134738
"brill" 0.561441585887223 0.144736121641472 0.653308096831275 0.725 0.783405041585918 0.966962999462244
"brill" 0.778502407716587 0.776896216440946 0.605748591314292 0.5 0.855238755827816 0.838133200472171
"brill" 0.258961188141257 0.181405164301395 0.817599964516078 0.925 0.87797850049621 0.979631431045508
"brill" 0.984967603813857 0.975047883344814 0.58083966434359 0.75 0.762482476330346 0.808355429159496
"brill" 0.59693992882967 0.968781329458579 0.631824296360803 0.525 0.875935981886171 0.829192088832058
"brill" 0.642968959407881 0.705407510977238 0.633874205898727 0.5 0.974344374129334 0.884446565953531
"brill" 0.715742335189134 0.619927358813584 0.652484659013495 0.475 0.997370988652614 0.908747375600908
"brill" 0.751678543863818 0.540650818962604 0.701983902796648 0.625 0.861965430162503 0.91502238811382
"brill" 0.388941612793133 0.476885796524584 0.47313477739577 0.425 0.874347936342106 0.915662533126131
"brill" 0.714175610570237 0.685862709302455 0.504854407410677 0.75 0.874416065256002 0.90247533653056
"brill" 0.172976579982787 0.414382598595694 0.541049528560263 0.4 0.98656623999487 0.965777391131708
"brill" 0.0714979828335345 0.625922302016988 0.581570076441211 0.075 1.02415129721386 0.925934964170615
"brill" 0.0817532727960497 0.801157571142539 0.600637797281569 0.1 0.981316014130111 0.916094597221405
"brill" 0.669945954112336 0.667642921209335 0.610062839979519 0.725 0.881248906138939 0.896647424339831
"brill" 0.394644194515422 0.543253013631329 0.589441222259807 0.125 0.971828481172072 0.932736465726763
"brill" 0.0828699395060539 0.293463193345815 0.633126190312128 0.65 0.989705773183616 0.966897143364679
"brill" 0.958300171187147 0.739442488178611 0.59959930705836 0.725 0.690570202316197 0.880475890033901
"brill" 0.400339428568259 0.965709369396791 0.669392882314552 0.25 1.0479636171801 0.877105556979708
"brill" 0.789960463298485 0.124479429563507 0.762401556173849 0.85 0.767139493656298 0.945230347236674
"brill" 0.29505014186725 0.390495987841859 0.742844347455338 0.1 1.09167733728112 0.961699522377096
"brill" 0.601080078631639 0.167168874526396 0.781443166263767 0.925 0.74905656366345 0.963330360138945
"brill" 0.0487134982831776 0.458831068594009 0.602106285891479 0.15 0.985929833488384 0.944888687800248
"brill" 0.691312382696196 0.433837411692366 0.622100912718215 0.65 0.794480830092381 0.926822480384872
"brill" 0.31609853473492 0.735792540712282 0.578071652287607 0.1 0.973896764026586 0.912104451780472
"brill" 0.598265523789451 0.402855087304488 0.765591929751731 0.925 0.935635698638707 0.961882356377736
"brill" 0.593423014506698 0.336026644101366 0.779960170510733 0.775 0.779123802905963 0.951907417440593
"brill" 0.645886748796329 0.242336047347635 0.801247399676073 0.725 0.910381295385161 0.969189689490865
"brill" 0.499555960996076 0.359703607857227 0.730772346803663 0.575 1.02137420156591 0.955853410411809
"brill" 0.536007324932143 0.389672294491902 0.7156409988442 0.8 0.815986971269774 0.941190191022336
"brill" 0.410015194443986 0.911570380674675 0.663202034779505 0.35 1.12471044670812 0.871446502386464
"brill" 0.268009827937931 0.427450538612902 0.699846315310836 0.475 1.04144354419252 0.928490433319793
"brill" 0.763409940525889 0.599195080343634 0.679618738591552 0.725 0.951283524275351 0.925921122266809
"brill" 0.75863887835294 0.554567343788221 0.780142028483838 0.8 0.840702560411864 0.921490215712931
"brill" 0.427221300313249 0.233318295096979 0.69013428596548 0.925 0.805711315602148 0.963386710221147
"brill" 0.79560486972332 0.17902662884444 0.75613140632294 0.775 0.785704203773732 0.963313240561383
"brill" 0.616356121376157 0.275765801779926 0.638820267596137 0.625 0.937945698775428 0.953907091336377
"brill" 0.349570416845381 0.985720394644886 0.568645444864999 0.025 0.870376701342346 0.881422475986244
"brill" 0.745761041529477 0.62082228763029 0.627778849964787 0.725 0.814824209721439 0.907845925306148
"brill" 0.677044565789402 0.855351728387177 0.60630085929855 0.125 0.894909828940433 0.896263014475983
"brill" 0.711065505398437 0.399204586399719 0.606639018173457 0.75 0.81538722168943 0.941946341687338
"brill" 0.814444356830791 0.176357494900003 0.775712070624365 0.925 0.689788449604548 0.961635530994845
"brill" 0.670618737349287 0.652707636822015 0.730072399094729 0.525 0.989406010196189 0.939037880688303
"brill" 0.742724522482604 0.899001364596188 0.648571851997521 0.475 0.910928214054387 0.887893780013952
"brill" 0.290594371967018 0.527349414536729 0.629049910777326 0.275 0.988442604953276 0.926455306522154
"brill" 0.161728489212692 0.474360423628241 0.655582747283953 0.475 1.0313939959424 0.919511629225488
"brill" 0.603272128850222 0.778014062903821 0.650959447177559 0.35 0.98891982090306 0.882056319024693
"brill" 0.557369193760678 0.956416122149676 0.541999398398663 0 0.9349764643404 0.89459013219009
"brill" 0.861626653699204 0.102383295074105 0.780258130729353 0.775 0.711986812369979 0.964640297852494
"brill" 0.495963236317039 0.950322243385017 0.580161645385998 0.225 0.921870552645845 0.839582444021899
"brill" 0.577972490107641 0.35288917273283 0.577104925111009 0.325 0.883480099803398 0.943514719906411
"brill" 0.184703783132136 0.688048042356968 0.678292237468474 0.375 0.982806242872221 0.926110239916196
"brill" 0.518688962329179 0.0246447639074177 0.797806116923431 0.875 0.750742435345041 0.974639966157165
"brill" 0.119191909441724 0.713104746537283 0.608824921604281 0 0.985703675733866 0.947487726782825
"brill" 0.535961805377156 0.33232588483952 0.781691306322242 0.4 1.07106783979276 0.967073629944696
"brill" 0.0232921487186104 0.049076565541327 0.618226664356167 0.6 0.884268633786978 0.979387259650092
"brill" 0.244278631173074 0.400227536913007 0.555051743445644 0.075 0.985264154006262 0.953988189905383
"brill" 0.81328839645721 0.0419164788909256 0.778650268021861 0.8 0.634230522183023 0.975160711109391
"brill" 0.501365992473438 0.205936466809362 0.820632547296717 0.65 0.942923828233796 0.971800460830798
"brill" 0.227718521375209 0.417230498045683 0.517350822589132 0.2 0.991319215937325 0.937853663646739
"brill" 0.293650736333802 0.209163647377864 0.773990475612691 0.65 0.984884645271173 0.97525087040522
"brill" 0.698610835010186 0.439258967759088 0.617480504006363 0.675 0.780241675160458 0.917054025620019
"brill" 0.510436614276841 0.870368649950251 0.610210512002321 0.3 0.948292904652954 0.847473907146036
"brill" 0.440768144559115 0.349382509943098 0.753664241837659 0.725 0.883465439442058 0.95700939265102
"brill" 0.783458073856309 0.245314347557724 0.813275750149931 0.9 0.828136800231178 0.964573722421416
"brill" 0.801219959044829 0.666083273012191 0.655086432745533 0.75 0.815154652557961 0.888679877835997
"brill" 0.748366840416566 0.958607976324856 0.644835482781617 0.5 1.01596173895435 0.879650388644859
"brill" 0.66514081787318 0.818466792581603 0.568915994309988 0.35 0.92172391869976 0.872659151365205
"brill" 0.549905793741345 0.563536572968587 0.757040853307055 0.875 0.924380345045312 0.946221702701531
"brill" 0.559319339692593 0.392651492264122 0.81626112021501 0.65 0.991718223154859 0.956668218362934
"brill" 0.156285737641156 0.146229712292552 0.572011878417823 0.25 0.884063454881229 0.96900599794889
"brill" 0.570766506018117 0.28641576715745 0.666029874536591 0.725 0.838691845713229 0.942048072766074
"brill" 0.791883404133841 0.182747790589929 0.804661597128917 0.85 0.75237154905845 0.960804683178986
"brill" 0.870977155631408 0.638288830174133 0.635955622745446 0.775 0.734012461035745 0.908812724862957
"brill" 0.835089788772166 0.148569295881316 0.779262018936907 0.675 0.862094770463218 0.960511779826729
"brill" 0.381722119636834 0.259510710369796 0.678796689114835 0.65 0.930617172199352 0.960850291987976
"brill" 0.932561270659789 0.0154684293083847 0.822846231639232 0.875 0.784084543571609 0.980116644463937
"brill" 0.607134871883318 0.701915201498196 0.599362967283868 0.525 0.859272796024275 0.912538909816035
"brill" 0.753618661081418 0.999838038813323 0.647273830064223 0.525 0.902734297301944 0.878682423045509
"brill" 0.443073840113357 0.856300277868286 0.685556527091773 0.275 0.996053340774589 0.926918638653782
"brill" 0.0317965769208968 0.890076832147315 0.617565777703137 0.05 1.02567611975624 0.903478720602995
"brill" 0.999451833544299 0.594441295601428 0.690044911612169 0.725 0.740190389522599 0.891998485669411
"brill" 0.891064463416114 0.978571570245549 0.693811178565054 0.675 0.943112316259462 0.878924205476038
"brill" 0.0585707526188344 0.511990638449788 0.628526340759115 0 0.998962502189528 0.951672720207815
"brill" 0.29465867113322 0.0613842695020139 0.79256131379698 0.775 0.987801976521664 0.985128100333983
"brill" 0.831161851529032 0.215176727855578 0.668310846007205 0.825 0.555818102949528 0.942249140430342
"brill" 0.714676498435438 0.993646182818338 0.620891951648499 0.4 1.01432576129503 0.877644115646329
"brill" 0.83817465766333 0.175763186533004 0.800539330795101 0.75 0.785412864324017 0.97503420359815
"brill" 0.607660402776673 0.0965103167109191 0.818505559883144 0.925 0.743442556681825 0.974031504242409
"brill" 0.245862846262753 0.297394220717251 0.676730851799536 0.8 0.909811778978328 0.960204420718476
"brill" 0.428466105600819 0.888348130043596 0.609254121006036 0.125 1.01957070889964 0.91242372236827
"brill" 0.923068841919303 0.460955480346456 0.564755712971683 0.65 0.760559011621716 0.925919839513036
"brill" 0.206604660954326 0.93087835307233 0.531299787118006 0 0.9521239835917 0.900035059703103
"brill" 0.567255901638418 0.944847974460572 0.703332010855805 0.45 0.953027285626199 0.879963906561342
"brill" 0.258373445365578 0.225628508254886 0.730663365709187 0.525 1.04963989055779 0.964054645158045
"brill" 0.993620290188119 0.704979885369539 0.580290330774889 0.775 0.464020437499596 0.862788622665608
"brill" 0.15971124288626 0.120226678438485 0.760352905464856 0.825 0.773099442233957 0.985103506209013
"brill" 0.944142545573413 0.594212011434138 0.814699511039683 0.9 0.900301941053864 0.924812134072272
"brill" 0.61689385632053 0.857894277898595 0.620060012883674 0.075 0.947257715633696 0.891752214395234
"brill" 0.924806294497102 0.43770511704497 0.773340075819853 0.725 0.924191668818686 0.95324526555594
"brill" 0.316148224286735 0.00573809235356748 0.819461528213997 0.925 0.831912974104773 0.988608311313891
"brill" 0.947301493957639 0.834491158369929 0.708348347629707 0.525 0.826410897723752 0.892586324762084
"brill" 0.994444004027173 0.612240685382858 0.67613136909361 0.75 0.81169331683927 0.909387660616126
"brill" 0.500681157689542 0.360128319822252 0.708207711984809 0.75 0.862137560694118 0.964644399959576
"brill" 0.075959961861372 0.0827470358926803 0.731219493177352 0.025 0.976810481848726 0.992047936840927
"brill" 0.468071423005313 0.171921290224418 0.621118891299701 0.775 0.71324755378474 0.953746704771601
"brill" 0.671712050680071 0.802903024479747 0.594580665051482 0.35 0.932603963472044 0.888398899271268
"brill" 0.58616381091997 0.430645638611168 0.741525384134318 0.7 0.890426841739968 0.889857576090031
"brill" 0.417960743186995 0.694613285595551 0.584553965192624 0.525 0.930743927704375 0.922224942369938
"brill" 0.857161654159427 0.464539672480896 0.707515232419219 0.575 0.870388886631359 0.927591312264768
"brill" 0.954243893735111 0.458944537909701 0.623844989068253 0.75 0.588208763035304 0.905180606310424
"brill" 0.509747744305059 0.0451912877615541 0.81113293865815 0.875 0.817501776693203 0.985128342714664
"brill" 0.0613669934682548 0.386705986456946 0.515494014051252 0.3 0.914263789249194 0.943443548595238
"brill" 0.57606317079626 0.380230532493442 0.817876790938094 0.85 0.958705104499089 0.955135160435984
"brill" 0.321153034223244 0.423259532544762 0.606483325918585 0.35 0.990428462442099 0.940308661685893
"brill" 0.192693605087698 0.687940278556198 0.68600735660183 0.075 1.06328582396573 0.94602922982078
"brill" 0.252484272001311 0.543452138779685 0.554432084059367 0.075 0.98923078663642 0.938087644719786
"brill" 0.184359426377341 0.0994679604191333 0.72447327271598 0.675 0.862891176459634 0.983949674259411
"brill" 0.427902980241925 0.337829374941066 0.724313250702048 0.65 1.02971609682667 0.939670057000716
"brill" 0.229117005364969 0.392181907547638 0.614852734376427 0.425 1.01485565197789 0.951233994023348
"brill" 0.573338114889339 0.850259144091979 0.604360031874343 0.25 0.981990991881045 0.888990328107403
"brill" 0.859387005679309 0.907802548492327 0.638269695804018 0.725 0.787980313054465 0.870043169208142
"brill" 0.506718722172081 0.69071106472984 0.592768265160767 0.075 1.03061883574889 0.937697926499998
"brill" 0.16086258739233 0.555382999125868 0.563236706828131 0.2 1.00829692964251 0.930076715395972
"brill" 0.146901936968789 0.19569389289245 0.682273691840703 0.725 1.04755788573331 0.968818821811257
"brill" 0.718689886620268 0.838103771209717 0.673248117605168 0.575 0.950210698935973 0.900186123933553
"brill" 0.22668155701831 0.159096154384315 0.781917628187189 0.85 0.986878111728679 0.975959785834032
"brill" 0.587339829653502 0.746156264329329 0.653083730873499 0.525 0.957565668263463 0.894428045350074
"brill" 0.522694591898471 0.254060292383656 0.702991913314014 0.75 0.846845912849563 0.944953583385154
"brill" 0.553053744370118 0.347263945266604 0.607709192915034 0.675 0.702523830661074 0.92252592238842
"brill" 0.796103995526209 0.385428874753416 0.833386335316584 0.95 0.95465296491367 0.967639049055118
"brill" 0.722222806420177 0.249201047699898 0.664935192531846 0.625 0.809539100234047 0.960860962043071
"brill" 0.79740973841399 0.62407453963533 0.646741759045712 0.725 0.771292570671112 0.861558938295154
"brill" 0.00345835392363369 0.150077016325668 0.795962900894952 0.825 0.992971708325092 0.991593289157453
"brill" 0.00211696326732635 0.482753808610141 0.580285493996052 0 0.91134093043544 0.953054530271983
"brill" 0.436871051089838 0.405032338574529 0.751887355070835 0.85 0.91262422429332 0.961568390218117
"brill" 0.339404106605798 0.862521439557895 0.514447183510188 0.125 0.928988686594696 0.894883677413036
"brill" 0.887463197577745 0.983833635458723 0.739159847207122 0.7 0.978102029855348 0.892940101093874
"brill" 0.191013382282108 0.510609660064802 0.713300171884015 0.15 1.03376951767614 0.943302459106101
"brill" 0.437075419351459 0.338037681998685 0.779791676007965 0.75 0.950513115292376 0.963092250829365
"brill" 0.648418164346367 0.846669304184616 0.704004953844494 0.5 1.09195260001602 0.871856496531949
"brill" 0.7945056327153 0.455762369558215 0.678397463342998 0.85 0.956448397816098 0.941492061395835
"brill" 0.638674865243956 0.743835262022913 0.588559178908119 0.475 0.908859172117629 0.85059738818786
"brill" 0.258288113866001 0.519091735361144 0.544200755723389 0.075 0.963105193217515 0.954297568399491
"brill" 0.444045015145093 0.622013782849535 0.659613889186529 0.3 0.919529374768334 0.923124179660505
"brill" 0.62109452066943 0.167052226839587 0.702641042404355 0.75 0.882432404275892 0.971697344683956
"brill" 0.429436835227534 0.65263878623955 0.624926203146041 0.425 0.949229939346872 0.910019518197083
"brill" 0.495657199528068 0.155602924060076 0.80048346464663 0.9 0.923001988340147 0.973827980655956
"brill" 0.0229217347223312 0.38920605997555 0.618601801365393 0.35 1.01057959786462 0.926496543574815
"brill" 0.917381821898744 0.178247978677973 0.753719466869661 0.775 0.641650209390505 0.961438493034159
"brill" 0.660108368610963 0.309819527901709 0.674273225018011 0.725 0.920579413233512 0.952154073839523
"brill" 0.498029312584549 0.288735538255423 0.805705815620736 0.925 0.945115859957864 0.969615693236017
"brill" 0.850808517308906 0.204475375823677 0.716484869936763 0.775 0.668121978843653 0.953152335691991
"brill" 0.618768472224474 0.415608727838844 0.618861395875648 0.275 0.922591325291546 0.940504481231393
"brill" 0.939554265001789 0.154992569237947 0.763613148652855 0.775 0.632081629240888 0.960590396375146
"brill" 0.055084282765165 0.430837241001427 0.577524447122675 0.35 0.912031029289916 0.960091248154686
"brill" 0.658915883395821 0.81133462744765 0.658580449058284 0.3 0.947616628106607 0.912759982598203
"brill" 0.706636524759233 0.248824036214501 0.611168985568164 0.65 0.647609060153634 0.94882072366237
"brill" 0.0851145542692393 0.984371498227119 0.505330175131116 0.075 0.850196164401302 0.891793018339728
"brill" 0.756504560820758 0.716110386652872 0.648005148775732 0.725 0.982478760416692 0.898466789401213
"brill" 0.140672082314268 0.836894547799602 0.5726564065257 0.175 1.04384386358994 0.880197374412362
"brill" 0.223994852043688 0.186534685082734 0.564943301502732 0.55 0.83777797792124 0.962197081783572
"brill" 0.916540468810126 0.339651130139828 0.645334345818501 0.675 0.635224050531708 0.934840577204657
"brill" 0.140049174427986 0.388388923136517 0.476276828260795 0.45 0.985899884516671 0.947065722618395
"brill" 0.194416068959981 0.203298158710822 0.784286193269687 0.75 0.960782461885775 0.982692192551976
"brill" 0.621742436662316 0.502916004043072 0.690083644276935 0.425 0.942825739630554 0.923412329949544
"brill" 0.0454667857848108 0.52775400900282 0.587181202705808 0.05 0.921075398850809 0.951986997722812
"brill" 0.936523254495114 0.589848374715075 0.63988065431082 0.75 0.674692837434627 0.893650998119527
"brill" 0.0202192249707878 0.384819405619055 0.605763502642615 0.175 0.976404999256125 0.972235540906597
"brill" 0.784048242028803 0.885689248563722 0.607183769152391 0.5 0.972423713311591 0.890728178671336
"brill" 0.524606731953099 0.859435312915593 0.653002276400955 0.35 0.915172224855781 0.898793987375717
"brill" 0.494804427027702 0.726103699067608 0.612614671517892 0.125 0.950738312499432 0.906392879353358
"brill" 0.0868981415405869 0.882098478032276 0.628838344292832 0 0.990950970188912 0.924826899111977
"brill" 0.824507866986096 0.641405736561865 0.558538776770414 0.575 0.765895543357723 0.908657754839713
"brill" 0.105023947078735 0.859392762649804 0.656536418982474 0.25 1.00152619599892 0.917576438628576
"brill" 0.75846841163002 0.190824215067551 0.621851654552988 0.65 0.556333493273916 0.934079048228141
"brill" 0.155814563389868 0.737618381856009 0.523097632066097 0.15 0.96809692887302 0.942629577904952
"brill" 0.0906501202844083 0.050878717796877 0.778024914340293 0.8 0.992468075694195 0.994104577086418
"brill" 0.196715797763318 0.285866639576852 0.669970285645258 0.45 1.02641289275347 0.951753744800665
"brill" 0.975073971087113 0.166265447856858 0.807276448775036 0.7 0.88170856934498 0.965449638061097
