"spp" "k1" "k2" "safety" "kobe.n" "yield" "yieldAav"
"brill" 0.287793163908646 0.495071158045903 0.527989251705342 0.175 0.99739969538198 0.93231472437855
"brill" 0.309646738925949 0.683009115513414 0.671230906237403 0.35 1.02150287913841 0.91081819094441
"brill" 0.60612715035677 0.640123626915738 0.54834845362747 0.4 0.984381907672337 0.892252996510254
"brill" 0.896183560835198 0.7493223878555 0.707082288409913 0.625 0.888593486060421 0.888257676242083
"brill" 0.675651088822633 0.0418649415951222 0.839126490691212 0.95 0.859307135339366 0.980304773749158
"brill" 0.713956381892785 0.709503085585311 0.498863385033558 0.625 0.891943546065694 0.873597864173347
"brill" 0.757299039280042 0.801335050258785 0.677875068892377 0.425 0.973366909296242 0.891925598111995
"brill" 0.365183382295072 0.559314157580957 0.585642317461537 0.45 0.958561847744346 0.920401728970798
"brill" 0.316438691224903 0.403425585245714 0.542902599470647 0.175 1.02259872875671 0.953257510797404
"brill" 0.765715638641268 0.751857518684119 0.635436577327174 0.775 0.932860594908699 0.886545514489746
"brill" 0.334993600146845 0.717610342195258 0.648403359290771 0.2 0.997777531072159 0.920329183571605
"brill" 0.356662715552375 0.402973650954664 0.653616856237813 0.05 0.968797684609129 0.958259163547187
"brill" 0.806231361348182 0.64962399750948 0.669963581263362 0.5 0.933665778706362 0.890251331909729
"brill" 0.580240505281836 0.0204818393103778 0.708800994239961 0.9 0.567412848049611 0.984935624805536
"brill" 0.644028046168387 0.168276544427499 0.624324903512989 0.775 0.685864154891445 0.95466842831274
"brill" 0.638116490328684 0.627738523064181 0.561437461984287 0.775 0.873404202830948 0.914314108436357
"brill" 0.943357177777216 0.23405475076288 0.795511444325845 0.625 0.737910413728794 0.951434183303469
"brill" 0.896202199626714 0.111156639177352 0.736345772433234 0.85 0.53916845359844 0.975529568276253
"brill" 0.524069687817246 0.572714970912784 0.482326246202048 0.625 0.884557668195487 0.909327708070305
"brill" 0.964403579942882 0.0987406412605196 0.622280135467626 0.8 0.501358833253584 0.949617692779302
"brill" 0.551206809002906 0.15122210024856 0.648432445081863 0.775 0.731338806226784 0.957571000141173
"brill" 0.753565094899386 0.14646002324298 0.82669464284274 0.825 0.788023788420686 0.965571607437978
"brill" 0.77720631705597 0.179739626124501 0.570982258039736 0.825 0.518320353735405 0.940823243516571
"brill" 0.3434834536165 0.607409693766385 0.747703320928216 0.2 1.02899363717217 0.954436513476275
"brill" 0.197443211916834 0.610814355313778 0.513416928916505 0.275 1.01756014628139 0.878123080521673
"brill" 0.131472278386354 0.411149699473754 0.682587696828368 0.375 0.995934811874265 0.952748041432499
"brill" 0.864018058171496 0.442821156932041 0.714105111373309 0.675 0.851889712256538 0.929032508822529
"brill" 0.231356299016625 0.849007894983515 0.50034028767012 0 0.831116606323126 0.921947861099339
"brill" 0.113840314093977 0.379234775435179 0.580432801845417 0.575 1.03560160101675 0.952425841515061
"brill" 0.415507146157324 0.0151108654681593 0.815553816155181 0.925 0.686700286061367 0.983541103671743
"brill" 0.719670273596421 0.288552875630558 0.84423255434672 0.925 0.924977476351905 0.965781978924069
"brill" 0.0489034459460527 0.343418350676075 0.540288600391343 0.05 0.934202524356679 0.940581293030379
"brill" 0.806120872264728 0.0103503449354321 0.831766218986395 0.925 0.735453518498586 0.974001425084774
"brill" 0.159593555144966 0.372544373851269 0.588743308174389 0.175 0.929302695462041 0.957409878003971
"brill" 0.235754917841405 0.183738999767229 0.642517821274295 0.7 0.933397325809997 0.964511272764782
"brill" 0.837209075689316 0.735569116892293 0.558036267399217 0.725 0.780065711457589 0.866097765859578
"brill" 0.252320643281564 0.390189494471997 0.74173746315561 0.675 0.992869448872757 0.965189460034663
"brill" 0.1018180353567 0.921440840000287 0.477692599211848 0.1 0.993025020968138 0.877377038301066
"brill" 0.889389238785952 0.586003273259848 0.803005573354709 0.9 0.859237035206821 0.934577597827433
"brill" 0.499576018191874 0.907261898042634 0.657373934467426 0.175 0.959966874208184 0.883370604863048
"brill" 0.608429968822747 0.207619316177443 0.85800138174546 0.95 0.921058078145085 0.967095011524282
"brill" 0.168298671487719 0.0600209662225097 0.740922820076655 0.725 0.857103130433695 0.992738749337261
"brill" 0.30047336476855 0.561906315619126 0.652435542484215 0.325 0.94965340593858 0.94764100958454
"brill" 0.89602263038978 0.552894942928106 0.734591459369213 0.5 0.86199421578936 0.934837986748813
"brill" 0.0806452506221831 0.163484221324325 0.715330706529427 0.675 0.988408844528515 0.986314729682476
"brill" 0.560888817068189 0.565620644483715 0.677817541732403 0.6 0.843922305769399 0.902977984774187
"brill" 0.193078713491559 0.0516771445982158 0.771555501931734 0.9 0.728273939191016 0.991532302883318
"brill" 0.937894981121644 0.0042776723857969 0.809636826165579 0.8 0.711592935946187 0.977365714916217
"brill" 0.598336701979861 0.860331542557105 0.581712968325522 0.15 0.93631454192292 0.883518742255212
"brill" 0.490435606334358 0.576377891935408 0.652761552699901 0.5 0.97040657824386 0.903256814656565
"brill" 0.46566634089686 0.0977436623070389 0.799573460317933 0.825 0.647987405804931 0.975933991388021
"brill" 0.886916387593374 0.134974743938074 0.755315188794074 0.925 0.686314927697629 0.964448790699291
"brill" 0.311047153314576 0.977729731472209 0.568962845502209 0.075 0.956360665684571 0.855061024302569
"brill" 0.587176209082827 0.669821535237134 0.613829451946071 0.8 0.918921723860566 0.909226318861679
"brill" 0.393965259892866 0.0407765908166766 0.757532435191054 0.875 0.787760501397892 0.986225174140584
"brill" 0.132650338346139 0.826308344025165 0.66348231851498 0.225 1.00674596615247 0.902473721345247
"brill" 0.0199062339961529 0.0433255946263671 0.801157212635415 0.925 0.862345861802809 0.995865157845296
"brill" 0.344858097610995 0.734984224895015 0.735473374462502 0.1 0.993419287380556 0.936184115002152
"brill" 0.56452913582325 0.715437051840127 0.680302309392717 0.4 0.926884177544248 0.906810954398862
"brill" 0.172508818330243 0.964516835054383 0.521409098728345 0.15 1.00563359184955 0.870942618620811
"brill" 0.750452865147963 0.521289887605235 0.658924347726535 0.8 0.96411841237141 0.932442895145033
"brill" 0.844514892203733 0.240151255857199 0.82279918589892 0.7 0.792353317305073 0.949163184143981
"brill" 0.287222341867164 0.154069512384012 0.798152111255191 0.875 0.875285329361723 0.981458262395428
"brill" 0.341378423385322 0.717010860331357 0.728415607914683 0.375 1.10058740828812 0.937416996661898
"brill" 0.439128739759326 0.559896917780861 0.647990644326867 0.4 0.963320987557838 0.916579573078927
"brill" 0.428149727638811 0.870816139969975 0.60514432495797 0.275 0.888540144905385 0.849317979285961
"brill" 0.171905398136005 0.526026724139228 0.571031346723056 0 0.827392989453661 0.950154761357097
"brill" 0.535467605106533 0.652993209660053 0.614148159560517 0.475 0.985914695879857 0.927082389947842
"brill" 0.881745141698048 0.522503224434331 0.705220520859949 0.625 0.984115802022239 0.947069453461603
"brill" 0.262761816615239 0.53033925103955 0.619195540134508 0.45 1.02519674860587 0.937561504178416
"brill" 0.0538634585682303 0.426306945970282 0.691376755056481 0.425 1.04019240237967 0.92788748630688
"brill" 0.337443795520812 0.879012232413515 0.546176830886031 0.15 0.965447582615915 0.888335295557346
"brill" 0.0115299809258431 0.940281213028356 0.537341594203345 0 0.879838660921453 0.931202362655279
"brill" 0.476113999960944 0.862036786973476 0.527919440003153 0.225 0.962755022573772 0.836882116364123
"brill" 0.0206449055112898 0.928644457831979 0.631074825937277 0.075 0.956866979948192 0.894839793752197
"brill" 0.559717581840232 0.233553793746978 0.679949238491075 0.675 0.818277880296578 0.947208950351335
"brill" 0.258490414824337 0.996306697372347 0.592972046352693 0.075 0.91411482879294 0.90108944223028
"brill" 0.477777836145833 0.852682061959058 0.606506612604671 0.175 0.940672345486983 0.873067606692979
"brill" 0.932887477334589 0.320690254215151 0.74222211180321 0.825 0.819970815919855 0.925240448136037
"brill" 0.763535714242607 0.725018518511206 0.671780776266648 0.5 0.921454217597471 0.893436118861974
"brill" 0.975701768649742 0.696088945493102 0.694960535719697 0.775 0.909190734582548 0.92223556382958
"brill" 0.458822751883417 0.874620355665684 0.633330005133761 0.325 0.934730297543571 0.86209908313375
"brill" 0.242947810096666 0.912529049674049 0.579998468181589 0.175 0.925566821051461 0.88779868753739
"brill" 0.628172625089064 0.898465070407838 0.668909139851529 0.35 0.944072717684353 0.881209779516082
"brill" 0.27700830437243 0.584923086222261 0.613615909038887 0.275 0.930084118680494 0.93186108642685
"brill" 0.164136759238318 0.153025263687596 0.813490666320133 0.85 0.950479433138926 0.982300149740147
"brill" 0.862111733295023 0.633396374527365 0.780103086058899 0.75 0.951226319024532 0.922212974490397
"brill" 0.633614935912192 0.00421925634145737 0.546433352497897 0.725 0.505030344066669 0.958594279958066
"brill" 0.700504772830755 0.905758217675611 0.682265892180581 0.325 0.965216844679562 0.870155887973699
"brill" 0.566620692843571 0.708226872840896 0.606053502378138 0.375 1.0007463090862 0.895233221403937
"brill" 0.517477011540905 0.715721838874742 0.566013948812979 0.325 0.900916160886214 0.89234496461715
"brill" 0.711698053171858 0.501574845984578 0.623129828893046 0.8 0.74303787237419 0.926607218325857
"brill" 0.153490246040747 0.88646089984104 0.537483292726134 0 0.901151810861695 0.901176910329486
"brill" 0.799326662207022 0.475427413592115 0.695781203148944 0.85 0.823077902566445 0.919528324870462
"brill" 0.786235660780221 0.234745858469978 0.71081390142747 0.75 0.727641994629448 0.945121648689264
"brill" 0.880834302399307 0.906418117228895 0.671811760405336 0.425 0.934808177700058 0.872771103303368
"brill" 0.69203414558433 0.921298073837534 0.598316472051036 0.625 0.912600505723651 0.858567366646871
"brill" 0.520082210889086 0.185340996598825 0.802220039358325 0.925 0.827744838930677 0.97336203927731
"brill" 0.0600361304823309 0.677440281491727 0.529632619817464 0.1 0.967445823073481 0.886125844496465
"brill" 0.879889062372968 0.844942864496261 0.795208328491115 0.6 0.939079159868355 0.89951475604226
"brill" 0.164987470954657 0.438923759385943 0.572547990393952 0.325 0.946936853909235 0.946584358023501
"brill" 0.811516324989498 0.906408693874255 0.545015301765727 0.6 0.763241690903769 0.769621897980203
"brill" 0.341850099386647 0.814305484760553 0.456570299661017 0.2 0.964180614798 0.861756611102375
"brill" 0.417705139378086 0.446894054301083 0.550542386277635 0.4 0.890862186335281 0.940382076524445
"brill" 0.535163732711226 0.0980252290610224 0.840632193341193 0.9 0.857784296323677 0.975845139977207
"brill" 0.96647763159126 0.694888683967292 0.665980552310684 0.625 0.705073834084724 0.88603547365256
"brill" 0.852535335347056 0.239924589637667 0.756892068512355 0.75 0.809907361176673 0.955207730081277
"brill" 0.570349636953324 0.100224994122982 0.800550441133088 0.925 0.763887418120734 0.974228296329355
"brill" 0.395754127763212 0.182711500208825 0.601055256246935 0.7 0.803733044128876 0.951597336049294
"brill" 0.210167365847155 0.384997496614233 0.740684126845112 0.85 0.863297579974863 0.966380602332135
"brill" 0.877793681342155 0.645506795495749 0.652640688111173 0.75 0.73301260204604 0.89859212196533
"brill" 0.690406154841185 0.140590377850458 0.771709820743138 0.9 0.755767894314097 0.971541027798141
"brill" 0.974288477795199 0.337687573395669 0.685813977048573 0.825 0.646079623884798 0.93021800042221
"brill" 0.931379353860393 0.416603804565966 0.79232116778427 0.825 0.759373969219784 0.925261779503448
"brill" 0.548232520697638 0.336356987245381 0.783270472697797 0.575 0.956526502145219 0.954978207102954
"brill" 0.330962458392605 0.0568738779984415 0.635391550929964 0.625 0.818922817706109 0.979708452218788
"brill" 0.361313853645697 0.0161120872944593 0.837205313078849 0.95 0.791769033574125 0.983532179942216
"brill" 0.299805567367002 0.263706487370655 0.74521617142073 0.875 0.79877970932228 0.970960297321821
"brill" 0.853798855328932 0.463202205020934 0.713421090359282 0.725 0.780483404793296 0.926320403727817
"brill" 0.0717939999885857 0.54166318452917 0.407127231008581 0.025 0.958962051917407 0.94144652552113
"brill" 0.877608365612105 0.730179552221671 0.765020436144887 0.775 0.855859826417283 0.874295005334631
"brill" 0.853879594476894 0.0505141455214471 0.808396833268593 0.925 0.67625587852961 0.967204469695794
"brill" 0.965097878361121 0.726449286798015 0.78104076661483 0.775 0.864290223561815 0.894118695957728
"brill" 0.212193682091311 0.196349231060594 0.782247318051478 0.85 0.878991068398883 0.980880814630873
"brill" 0.511380729731172 0.0545715973712504 0.81719719200702 0.75 0.772472172047172 0.988143660429691
"brill" 0.780964659294114 0.300642053596675 0.776101294862167 0.85 0.84828773442161 0.962137879674877
"brill" 0.820754773216322 0.393172410549596 0.791282443264733 0.9 0.814151324462555 0.948013683120858
"brill" 0.0230210355948657 0.816016106167808 0.560163236700869 0.05 0.908652026100065 0.902854623227525
"brill" 0.550388595554978 0.0800948434043676 0.75692188223253 0.8 0.811007563827026 0.97503793463712
"brill" 0.362958412617445 0.47537892521359 0.70735423281528 0.35 0.953291645284466 0.9542914229968
"brill" 0.443712899694219 0.00221470347605646 0.824746624781042 0.9 0.971756650671529 0.989724711812255
"brill" 0.648348194779828 0.615725906100124 0.772992929598505 0.85 0.895986994883725 0.928383991841313
"brill" 0.391255684196949 0.285392274148762 0.633582479981406 0.425 0.971443938463505 0.95214654297334
"brill" 0.165987515822053 0.90793762402609 0.594113666839462 0.075 0.942040608290265 0.921061288050055
"brill" 0.307768783764914 0.769442603224888 0.589885318489678 0.275 1.02538614390247 0.90373825656965
"brill" 0.601879043504596 0.597693582763895 0.675813623527739 0.375 0.971085524333751 0.925002470013599
"brill" 0.0658973082900047 0.837820058921352 0.587596185085844 0 0.974198384518678 0.926354898889618
"brill" 0.832604917464778 0.644522017100826 0.726221032290938 0.8 0.977831829266108 0.914697544381705
"brill" 0.306274259928614 0.12835916201584 0.67918942622889 0.625 0.871881053385186 0.970010769005633
"brill" 0.311614869860932 0.786513256607577 0.609464416101021 0.075 0.938484867409591 0.902140372318056
"brill" 0.169114956632257 0.07771699083969 0.696080783991661 0.675 0.940228702305402 0.979389525555289
"brill" 0.532533005811274 0.504471057327464 0.593061800468397 0.55 0.931760357504586 0.933247687892658
"brill" 0.591160138370469 0.883792135166004 0.437688907137125 0.3 0.970947635514655 0.827966297755117
"brill" 0.435743204085156 0.356711109634489 0.632624403311544 0.625 0.926827390108347 0.958624463713561
"brill" 0.522968753473833 0.995169498724863 0.601782468287037 0.2 0.990641801893788 0.823734368590227
"brill" 0.913726172875613 0.108157371403649 0.817599964516078 0.925 0.651848133304341 0.965423378841825
"brill" 0.898458519717678 0.0661964418832213 0.784682907444404 0.8 0.584599466120841 0.951277421870212
"brill" 0.080758766271174 0.847524469019845 0.630916711123904 0.275 0.962757661906846 0.903251501695515
"brill" 0.235679610865191 0.616737062809989 0.559681081935869 0 0.970670153681141 0.937451393835257
"brill" 0.828997468110174 0.232921345159411 0.710960941971372 0.65 0.908976187552449 0.95946175865264
"brill" 0.938347879331559 0.730350765632465 0.690457619781235 0.7 0.835830835178408 0.898775326530987
"brill" 0.662073572399095 0.421348900999874 0.720622473936245 0.775 0.869057484613302 0.934274232950338
"brill" 0.803353729192168 0.707080341642722 0.50430241400273 0.75 0.830245870709961 0.897298629564301
"brill" 0.150649490766227 0.142514404375106 0.80357938759252 0.95 0.909360687315891 0.988527885431115
"brill" 0.788839043583721 0.0955417458899319 0.74319634583193 0.775 0.780989984409333 0.961300010574944
"brill" 0.869128200924024 0.053475446999073 0.783098817844353 0.875 0.701462280356763 0.962916437602041
"brill" 0.55638875765726 0.542456904891878 0.615909188759891 0.725 0.894436253000314 0.915656532464102
"brill" 0.365941361291334 0.88502261065878 0.588976881922076 0.025 0.952743740183768 0.888740485831782
"brill" 0.774921552743763 0.865291787311435 0.644578105103745 0.525 0.901380195417698 0.871198775923197
"brill" 0.539986629039049 0.0920855000149459 0.756293673956344 0.85 0.719583000277413 0.976884356428654
"brill" 0.893304752185941 0.0719902424607426 0.680618008064695 0.75 0.561313425954089 0.955375766597293
"brill" 0.560401888331398 0.0954856057651341 0.765878943339727 0.85 0.884522862975084 0.956509591825365
"brill" 0.947393989190459 0.660143599845469 0.736997433014775 0.8 0.952403828805003 0.91342095025034
"brill" 0.00702832452952862 0.895363797899336 0.624570166387931 0.125 1.0040139228661 0.912838933651905
"brill" 0.520344190299511 0.249291475862265 0.750246699087158 0.375 1.01073111940732 0.973922051905522
"brill" 0.366164542268962 0.254839825676754 0.548580650902831 0.575 0.864532447199778 0.955449187036405
"brill" 0.231156688183546 0.354790019337088 0.604825709581725 0.375 0.965824771094052 0.958600786198606
"brill" 0.56932090735063 0.558390068123117 0.765591929751731 0.375 0.982182979878505 0.955294720583409
"brill" 0.0942580366972834 0.0546889428514987 0.803583743022575 0.625 0.869972834067797 0.991974750238036
"brill" 0.983843477442861 0.809225770644844 0.635120665611867 0.725 0.881581855099675 0.89391846828221
"brill" 0.0280632567591965 0.359476251294836 0.604942190491928 0.075 1.01140786278635 0.961230192180787
"brill" 0.817855635192245 0.403125904267654 0.721653181143228 0.825 0.652712395463013 0.931529068307852
"brill" 0.718881428707391 0.665900033665821 0.71486318855066 0.675 1.06862429190744 0.90376588528365
"brill" 0.0486251036636531 0.599729643668979 0.666369296871844 0.175 1.05253967000219 0.93494022237956
"brill" 0.0431563202291727 0.726832206360996 0.659349656944774 0.125 1.01118702394037 0.930312960794336
"brill" 0.584841002942994 0.558875523740426 0.780142028483838 0.65 0.905637217003863 0.926082478548443
"brill" 0.345175326569006 0.524623542325571 0.567457275442498 0.6 0.92230838716845 0.912670640481806
"brill" 0.119080906733871 0.469486692221835 0.640632191468459 0.225 0.976978624904013 0.933129469873475
"brill" 0.496822281507775 0.865471545374021 0.65184657864325 0.1 1.0042302789243 0.899990627730636
"brill" 0.0571968972217292 0.260199918178841 0.517783576305671 0.275 0.836467759304373 0.964161544065267
"brill" 0.932627428555861 0.874549977481365 0.623221142673349 0.65 0.820542510062023 0.865242303592581
"brill" 0.967466915724799 0.228727735579014 0.77108177778084 0.875 0.705598596299974 0.957919420488383
"brill" 0.588734546676278 0.216194634791464 0.700874779885419 0.725 0.85192283348769 0.966574309762882
"brill" 0.835408184677362 0.547167650423944 0.737587439429511 0.775 0.855422801364957 0.923467380847667
"brill" 0.42309857904911 0.890220944304019 0.631096861768176 0.2 1.00086440240484 0.924824086532156
"brill" 0.370624184142798 0.696341738803312 0.651118313942853 0.375 0.945615031532634 0.920151697709195
"brill" 0.165264362236485 0.502547014970332 0.62985171384817 0.225 0.988208227064995 0.937491903671307
"brill" 0.883643806446344 0.91512315813452 0.661536899528093 0.6 0.896280029458344 0.840621811019886
"brill" 0.823951226426288 0.460281276144087 0.659433900408913 0.75 0.752224278079118 0.926146154551919
"brill" 0.430249616503716 0.570255216443911 0.521482440202831 0 0.879485475256772 0.938025114756281
"brill" 0.369371229317039 0.690975455567241 0.69825838009368 0.3 0.981203925407425 0.907895168559937
"brill" 0.0147444824688137 0.722926488146186 0.585851095458834 0 0.895189215273168 0.917428401010831
