"","spp","k1","k2","kobe","safety","yield","yieldAav"
"1","turbot",1.19667648116592,0.918368649668992,0.76,0.88783324017809,0.877494126961597,0.0774959191101278
"2","turbot",0.251354213920422,0.567359680426307,0.04,0.578209557450276,0.884512436021343,0.0433980388104332
"3","turbot",0.593865603441373,1.0790090309456,0.08,0.605767159584702,0.980268827190956,0.106282333942132
"4","turbot",0.0578305340604857,1.31277230253909,0.08,0.592170958797606,1.01169419377779,0.103961212006375
"5","turbot",0.989171280059963,0.581586242420599,0.76,0.888670022567854,0.697098994471529,0.0297464541348132
"6","turbot",0.467202789383009,1.12541712226812,0.04,0.623289867821827,1.10866356256289,0.0740809125703786
"7","turbot",0.284353722352535,0.0307915481971577,0.76,0.909344104176776,0.685006822912575,0.00582217646868344
"8","turbot",0.939106970792636,1.33148778125178,0.24,0.698419603517789,1.10405563853903,0.0846891082658185
"9","turbot",0.775077690370381,0.323188408627175,0.68,0.797467841071285,0.964709693641916,0.0293450651735368
"10","turbot",1.39191859296989,0.352116540307179,0.76,0.912381825254031,0.678356684826727,0.0108017537731566
"11","turbot",0.0875660724705085,0.287569355685264,0.76,0.903335286766346,1.02826539879823,0.00778796228419598
"12","turbot",1.40682456898503,0.237807631725445,0.76,0.89887690266989,0.616301468162153,0.0189925313044349
"13","turbot",1.19698369468097,1.05082340771332,0.44,0.663236519105919,0.949153610723075,0.162330662301307
"14","turbot",0.929002198507078,0.808562794234604,0.52,0.682973183166216,0.900893688075776,0.0923464813439375
"15","turbot",0.550636116648093,0.676228961907327,0.44,0.741415378253681,1.08400503578685,0.04123986350144
"16","turbot",0.0871715540997684,0.265525081311353,0.16,0.650006723971383,0.942704031246715,0.0150851757725057
"17","turbot",0.2109598768875,0.282992656342685,0.72,0.804925599332089,0.957547470387854,0.011005724947636
"18","turbot",0.602036615484394,0.239549647900276,0.64,0.789643980383035,0.972193685362615,0.0133047295822259
"19","turbot",0.102017372497357,0.449081522994675,0.2,0.635265276797284,1.20816981601237,0.0233058644359402
"20","turbot",0.482365981210023,0.0556786560919136,0.76,0.861450265185406,1.01135222725012,0.0123244650136333
"21","turbot",0.600347976316698,1.26896923861932,0.24,0.69442247276791,0.997162365809945,0.154567594125125
"22","turbot",0.293178292689845,1.19883867830504,0.2,0.653381520122905,1.23870718552171,0.113227670704989
"23","turbot",0.677220281562768,0.508374384138733,0.76,0.843647924259696,0.929938638993505,0.0270519118304836
"24","turbot",0.890691034379415,0.98603506910149,0.28,0.681335532139644,1.17762422152967,0.0887576045899333
"25","turbot",1.44709417840932,0.653770860400982,0.76,0.885659246462821,0.812301568291847,0.0725723076282194
"26","turbot",0.387261850875802,0.000124496407806873,0.76,0.878966444683615,0.739290490680033,0.00459840447850947
"27","turbot",0.314783779671416,0.483017664751969,0,0.746394242467398,0.986167797181255,0.0168211933768874
"28","turbot",0.934332661796361,0.427018529735506,0.76,0.887167310036239,0.989049200012339,0.0303795674102277
"29","turbot",1.45520863321144,0.156215779599734,0.76,0.86386380214325,0.746751844070028,0.0361879386789808
"30","turbot",0.823307170649059,1.38193457387388,0,0.675173809920189,1.01788024805642,0.0949973215218011
"31","turbot",0.700430988916196,0.0103930751793087,0.76,0.946385636935224,0.664422861080687,0.00885564530950726
"32","turbot",0.302011708728969,1.14229622203857,0,0.642519560551984,1.1076058729824,0.037209310916779
"33","turbot",0.0382713996805251,0.0149735163431615,0.76,0.898870139741,0.779426778619631,0.00127355626607192
"34","turbot",1.08883110329043,0.153190152836032,0.76,0.841746988101932,0.761556932048839,0.017688464319936
"35","turbot",1.35796501440927,1.09133568860125,0.52,0.746266774341815,0.904626916662023,0.157846410923484
"36","turbot",0.423676358303055,1.03843835333828,0,0.6416833597586,1.17402934775964,0.0659339569370531
"37","turbot",0.604299603262916,0.951965766143985,0.12,0.665354839438934,1.14233890602775,0.0954813327031931
"38","turbot",0.894206175114959,1.4504551315913,0.32,0.649621793077566,1.06170176685119,0.187140006106899
"39","turbot",0.640119059826247,1.14901493384968,0.08,0.594766752972373,0.970901904362136,0.141594937842552
"40","turbot",0.918166823568754,1.2900875096675,0,0.645147944121203,0.942073900104377,0.0899717500898986
"41","turbot",0.763856081175618,1.4164266991429,0.36,0.659191091521304,1.05600380809517,0.202349060157895
"42","turbot",0.641711729345843,0.770698818261735,0.48,0.75526832507234,1.02141509852339,0.0570494898479274
"43","turbot",0.470942638465203,0.0353650934994221,0.76,0.928345709844919,0.817778524311466,0.00991259397675659
"44","turbot",1.33484212425537,1.39624017302413,0.4,0.659771294102988,0.994047062271014,0.0783433791519106
"45","turbot",0.345428527565673,1.31886043853592,0,0.643729333315501,1.01979220956082,0.0758457297732057
"46","turbot",1.32127297238912,1.17974518274423,0.2,0.724143827530762,0.897021267922364,0.0739184922567468
"47","turbot",0.0906337341293693,0.463694099220447,0.2,0.648009533489258,1.10555959622598,0.0659039403181274
"48","turbot",1.35544278204907,0.996403750497848,0.44,0.686775905996388,0.895993920251658,0.115835460170276
"49","turbot",0.992579359095544,1.37226367089897,0.16,0.652721344875247,1.09029894431716,0.149017969389747
"50","turbot",1.070689286571,0.598327438929118,0.76,0.844560088522865,0.928389535961365,0.0478097074963454
"51","turbot",1.20698673126753,1.374322777614,0.12,0.648210641945591,0.962198442071185,0.110918854868005
"52","turbot",0.0533008089987561,0.808739525265992,0,0.556373675959979,0.93817383290417,0.0474162345195062
"53","turbot",0.707071527605876,0.630992364487611,0.4,0.780132832254287,1.06806167013211,0.0370355237470459
"54","turbot",1.00414452957921,0.109586483216844,0.76,0.942508976991311,0.796098165821998,0.0142295020147896
"55","turbot",1.14908658934291,0.802432600641623,0.64,0.819831768561499,0.868958569366817,0.0985743265838745
"56","turbot",0.112169656902552,1.25862536556087,0,0.549950881145154,0.880178679604809,0.0580562505615878
"57","turbot",1.49075482680928,0.378357551875524,0.76,0.864468998118273,0.881638423341675,0.0289968002586181
"58","turbot",0.777282333467156,0.669821720570326,0.44,0.627714877214091,0.893243944954061,0.103338010716884
"59","turbot",1.24449251254555,0.153706771787256,0.76,0.853953546671914,0.639237947351019,0.0260010487660729
"60","turbot",0.955042963265441,1.22365483932663,0.28,0.563126838888744,0.928218929369353,0.16086042255274
"61","turbot",0.352268027840182,1.41122987971175,0,0.634267991882613,1.07350004460159,0.0810327604131648
"62","turbot",1.13649059808813,0.59829140198417,0.72,0.794532121418815,0.978202193511409,0.0409719974449442
"63","turbot",0.779167262138799,0.427288669394329,0.76,0.822920303742011,0.85972985031182,0.0342315141133314
"64","turbot",0.363005492719822,0.733516696142033,0.08,0.653277942502247,1.11674058990891,0.071908179986292
"65","turbot",0.0884455998893827,1.39312755642459,0,0.587849426905267,0.795528285784565,0.036959633429411
"66","turbot",1.10975061915815,1.31185788090806,0.76,0.809391294122128,0.895803206306285,0.0860208931385511
"67","turbot",0.0159858948318288,1.23417125735432,0,0.537163777343694,0.787709613456518,0.0593652044934975
"68","turbot",1.34393450268544,0.681529844761826,0.76,0.830354790060541,0.957837226181687,0.02589489765936
"69","turbot",0.313654933241196,1.19003941467963,0.12,0.677982528768456,1.1882051306992,0.120968157704508
"70","turbot",1.31484082597308,0.176940042874776,0.76,0.916771906111315,0.649482851642742,0.0246191283892784
"71","turbot",0.406231233500876,0.0271576439263299,0.76,0.94051004522132,0.670282721531753,0.0058206817357615
"72","turbot",0.360731167369522,1.09537569468375,0,0.537924274335676,0.98132480928795,0.112134973696127
"73","turbot",1.13826954946853,0.747359942528419,0.52,0.756853615302178,1.0475930868126,0.059748180461169
"74","turbot",0.0866464331047609,0.0534903150983155,0.76,0.882709230388287,0.83816655568095,0.0034033451219674
"75","turbot",0.676359576056711,0.187705624150112,0.76,0.882775337157004,0.809625945556263,0.0141852217593587
"76","turbot",1.04684023442678,1.21336327074096,0.6,0.812704941499766,1.05313819551313,0.0480649353316449
"77","turbot",1.33997828490101,1.38490499183536,0.4,0.774137657624083,1.10089864262369,0.12009197602625
