"spp","k1","k2","safety","kobe","yield","yieldAav"
"brill",0.797784320777282,0.612245766445994,0.747742929038581,0.7,0.925067091875463,0.0917330783212708
"brill",0.167569475946948,0.378239786950871,0.633512585037733,0.1,0.905799751812953,0.0393801627616917
"brill",0.395910402294248,0.719339353963733,0.530905747935354,0.3,0.939702903108838,0.144814512088504
"brill",0.0385536893736571,0.875181535026059,0.62198280413795,0.05,0.971707923917509,0.0693463108309022
"brill",0.659447520039976,0.387724161613733,0.689157664906506,0.825,0.844454379489682,0.0791662065468932
"brill",0.311468526255339,0.750278081512079,0.541871479143182,0.125,1.06773836405508,0.108860237961114
"brill",0.189569148235023,0.0205276987981051,0.798704964944693,0.875,0.770692783165486,0.00903485579976873
"brill",0.626071313861758,0.88765852083452,0.640612025152514,0.15,1.05511805551618,0.106039376524203
"brill",0.516718460246921,0.215458939084783,0.746154340259503,0.725,1.00311769572092,0.0430163080170711
"brill",0.927945728646591,0.234744360204786,0.827536209189171,0.95,0.670101379197452,0.051835204882916
"brill",0.0583773816470057,0.191712903790176,0.579470183381771,0.55,0.933254601225067,0.0297398674329313
"brill",0.93788304599002,0.158538421150297,0.821936013286925,0.925,0.717518459843426,0.0337911654534304
"brill",0.797989129787311,0.700548938475549,0.595076013866168,0.55,0.923041140913367,0.0881738778209522
"brill",0.619334799004719,0.539041862823069,0.746963365519467,0.725,1.05240077731435,0.0690855376933299
"brill",0.367090744432062,0.450819307938218,0.632762930959088,0.375,0.969131516130789,0.0656012283732215
"brill",0.0581143693998456,0.177016720874235,0.652076291047917,0.55,0.955314031498048,0.0205557424519581
"brill",0.140639917925,0.188661770895123,0.648028278270629,0.6,0.936156590584005,0.0233142048839592
"brill",0.401357743656263,0.159699765266851,0.802436199370509,0.75,0.88051097690986,0.0179359938232677
"brill",0.068011581664905,0.29938768199645,0.523791757517131,0.175,0.936500317758452,0.039478425533401
"brill",0.321577320806682,0.0371191040612757,0.556108336540104,0.525,0.747524780932459,0.0242970765156111
"brill",0.400231984211132,0.84597949241288,0.698426029419458,0.3,1.00091378680322,0.0859223427301184
"brill",0.195452195126563,0.799225785536692,0.58043771644931,0.225,0.981979599771631,0.115502659893213
"brill",0.451480187708512,0.338916256092489,0.637269019193648,0.675,0.947226048582693,0.0666469828485036
"brill",0.59379402291961,0.657356712734327,0.650615757965046,0.025,1.03073027833368,0.0644174660674511
"brill",0.964729452272877,0.435847240267321,0.644042466669682,0.75,0.654821795367,0.0832481513649539
"brill",0.258174567250535,8.29976052045822e-05,0.441093342707997,0.625,0.627979678736533,0.0292841993434327
