"spp","k1","k2","safety","kobe","yield","yieldAav"
"brill",0.786104531725869,0.859072456369177,0.921394964075171,0.76,0.000336356390773946,0
"brill",1.44660536991432,0.148110961890779,0.997042185172865,0.76,4.91142966059971e-06,0
"brill",0.826810213504359,0.22683315037284,0.749621234506456,0.72,0.000183167125793183,0
"brill",1.13034764234908,0.21969003486447,0.930510651759275,0.76,0.756221383961999,0.0471643307337157
"brill",1.16580947558396,0.269609439186752,0.999678571697988,0.76,5.12942377153812e-06,0
"brill",0.51522518042475,0.911114540649578,0.63001177223755,0.68,0.78108638614117,0.18297737107106
"brill",0.296164817875251,0.916221532970667,0.82612494841104,0.72,0.0195102676949103,0
"brill",0.197208417579532,0.61672454921063,0.00081570506983031,0,0.00701357123210696,0
"brill",1.29602708725724,0.664231735398062,0.977698361347837,0.76,0.00500894744047505,0
"brill",0.347034448524937,1.27351184247527,0.075727159170189,0.56,0.186159477394269,0.0811019791324497
"brill",0.170760471140966,0.568852163152769,0.000748032355657485,0,0.000438659526621133,0
"brill",0.623260719235986,0.022666298202239,0.914692991975576,0.76,0.707925845219932,0.0141375683889202
"brill",1.07950541039463,0.432829313445836,0.920684094753044,0.76,0.756721686521758,0.0258021705847452
"brill",0.073355168919079,0.515127526014112,0.000866228996823139,0,0.000438532424014889,0
"brill",1.20918130839709,0.0155255174031481,0.943638290901102,0.76,0.511755496640737,0.0341253889782426
"brill",0.239390332717448,0.558816560776904,0.00492536120249659,0.56,0.00329641205545614,0
"brill",0.353632376762107,0.275608499650843,0.000553545117477778,0,0.00070624972816436,0
"brill",1.25581361353397,1.10335367533844,0.994407587436616,0.76,4.43800643111283e-05,0
"brill",0.378480964922346,0.585284241707996,0.00067504000331485,0.24,0.00149019211392792,0
"brill",0.152727053035051,1.38216126000043,0.0017794064027582,0.48,0.135230625557115,0.0842498518461035
"brill",1.33408385817893,0.879004909889773,0.956763386302533,0.76,0.475271189874975,0.0435123250314517
"brill",0.749364027287811,1.36089284706395,0.854817994294428,0.6,0.885657699596768,0.217345011256996
"brill",0.912644953234121,0.311428974266164,0.862679239019047,0.76,0.882384590701705,0.0510923686340106
"brill",0.252448007231578,0.0900314493337646,0.884024905656146,0.76,0.865682012523502,0.00838732372381407
"brill",0.450710047152825,0.842859473428689,0.000626039301605417,0,0.0298118880402905,0.042863260068612
"brill",1.34403394558467,0.829342414392158,0.821458991041265,0.6,0.75685774529445,0.111986613092985
"brill",0.120967875933275,0.245226331986487,0.0105200612738331,0.32,0.919053730269236,0.0943357976585152
"brill",0.841333225602284,0.848430966725573,0.960735577918159,0.76,0.205131948415001,0.0313992695614481
"brill",0.289618070237339,0.0775157168973237,0.925471630861273,0.76,0.760276939317136,0.00699851588274608
"brill",1.40684247168247,0.00641650857869536,0.970573735575165,0.76,0.551333149949212,0.0208539073268057
"brill",0.897505052969791,1.29049731383566,0.970724609441093,0.76,0.0262873445085752,0
"brill",0.735653409501538,0.864566837903112,0.00407606459622365,0.48,0.00650683812983008,0
"brill",0.69849951134529,0.146615493460558,0.937725568769974,0.76,0.694254719244462,0.0216458187103765
"brill",1.33037458139006,0.20246211590711,0.931220685647969,0.76,0.555847679158699,0.0240948154111062
"brill",0.466570729971863,1.46659459720831,0.701723120640304,0.68,0.214100826568716,0.0810242160013847
"brill",0.88076431362424,1.0047323028557,0.992575392081193,0.76,0.180923703056578,0.0407813837149954
"brill",0.590947889839299,0.0611648862250149,0.885770994457907,0.76,0.700862150703777,0.017638112630973
"brill",0.198975507519208,1.23946251603775,0.000665262308369086,0.32,0.0262029830140215,0.00952180905140444
"brill",0.0298593509942293,0.0649883919395506,0.855901948003189,0.76,0.901747419797205,0.00394264584061181
"brill",0.517287146416493,1.10247633734252,0.00908535559052666,0.24,0.613418209246777,0.29913705166661
"brill",0.846793703734875,1.07315557776019,0.955644566159164,0.76,0.298570634532886,0.0738630660850994
"brill",0.258763227495365,1.44677525258157,0.988638284012549,0.76,0.0786963060727423,0.0041824276675425
"brill",1.12567929772194,0.781934831407852,0.988828684296105,0.76,0.0879493997428485,0.00842409416801395
"brill",1.2667723383056,0.360226883785799,0.935339297071725,0.76,0.64150051340367,0.046114428074096
"brill",0.430833512800746,0.231104268576019,0.864604707979367,0.76,0.893317946266786,0.0199193182180825
"brill",0.512067635077983,1.07551629049703,0.0573270701482331,0.2,0.762819501140725,0.346943704157256
"brill",0.658693109638989,0.839845376671292,0.184256892444165,0.56,0.166376421694386,0.0676613773268696
"brill",0.642224591458216,1.30622420995496,0.883216306727496,0.76,0.595745916474578,0.152468784024274
"brill",0.257858097204007,0.789040086208843,0.0905610872411233,0.56,0.015253835429278,0
"brill",0.803201407659799,0.97948981449008,0.00081114073388775,0.36,0.000550881124003228,0
"brill",1.32261771254707,0.783754836651497,0.99303852974269,0.76,0.00323825351116194,0
"brill",0.394142724922858,0.795508876559325,0.898008311939639,0.76,0.482113476142007,0.115550526245255
"brill",0.0807951878523454,0.639460418955423,0.000580164050566886,0,0.00392447177662163,0
"brill",0.506165693281218,1.31851834862027,0.00082569933698099,0.08,0.00634596575030267,0
"brill",0.0172949713887647,1.41042181954253,0.000797683757216489,0,0.00041840097784959,0
"brill",0.714170999941416,1.29305518046021,0.886605840320134,0.76,0.0421872085114922,0
"brill",0.0309673582669348,1.39296668674797,0.000937346761330827,0,0.000374790653197475,0
"brill",0.839576372760348,0.350330690620467,0.862661222946114,0.76,0.0149653679311861,0
"brill",0.387735622236505,1.49446004605852,0.00075646028383072,0.12,0.0436773922523964,0.0821187125056274
"brill",0.71666675421875,1.27902309293859,0.885158034183874,0.76,0.769172931293485,0.125456068598626
"brill",1.39933121600188,0.481035381322727,0.995835621373983,0.76,7.20086078965131e-06,0
"brill",1.14530357136391,1.08752777776681,0.974361069496212,0.76,0.0466658083096573,0
"brill",1.46355265297461,1.04413341823965,0.986976218444413,0.76,0.00693771636774768,0
"brill",0.688234127825126,1.31193053349853,0.398448262806202,0.68,0.0618213512676034,0.0112120105674188
"brill",0.364421715144999,1.36879357451107,0.000813699756633694,0.32,0.0941720716806045,0.080697608315287
"brill",0.942258937633596,1.34769760561176,0.921242132723454,0.76,0.778737182060022,0.12697779073909
"brill",0.415512456558645,0.877384629333392,0.000676628533964108,0.04,0.612801267231556,0.0908090559362775
"brill",0.246205138857476,0.229537895531394,0.815214913418506,0.44,1.0436178827523,0.0201797580971397
"brill",1.29316759994254,0.950094561791047,0.756836681759283,0.68,0.0584833193344665,0.00192108187922971
"brill",0.950422403868288,0.00632888451218605,0.749538737922761,0.72,4.38162463544533e-06,0
"brill",1.05075715924613,1.35863732651342,0.90710781568685,0.76,0.824833919399247,0.0877160045434828
"brill",0.849931039265357,1.06234030926134,0.709739571505963,0.68,0.09652670636245,0.0289508958018085
"brill",0.776215517311357,1.07358275831211,0.00087735064539289,0.36,0.000756395439912113,0
"brill",1.06754707975779,0.752362268976867,0.971791783968439,0.76,0.463336878263136,0.0334477563674907
"brill",0.23023536906112,1.32969134976156,0.000723580105939482,0,0.000380989064006999,0
"brill",1.19898999331053,0.713141120388173,0.997047440576246,0.76,2.20853261253121e-05,0
"brill",1.17935349117033,0.352118787704967,0.996951676247169,0.76,0.0496806757911504,0
"brill",1.32125145359896,1.35962717584334,0.979913622712627,0.76,0.0594080238790208,0
"brill",1.03805121837649,1.3819471107563,0.981568410031597,0.76,0.0561372301920296,0
"brill",0.780123316333629,0.278011494898237,0.912790474841763,0.76,0.748028110395028,0.028920658723048
"brill",0.0900541957234964,1.01616042223759,0.377790901787922,0.68,0.0625752366350895,0.00200989974816605
"brill",1.31983359355945,1.26741429674439,0.616096245921819,0.64,2.12977893519322e-05,0
"brill",0.247481206431985,0.658385639078915,0.000824939354777696,0,0.424277593506415,0.0858483085690371
"brill",1.21727448748425,1.35961304081138,0.973722211058819,0.76,8.7975870609344e-05,0
"brill",0.512775149079971,1.22145822714083,0.195936019476707,0.6,0.144679535510322,0.0640389757536913
"brill",0.626557709067129,0.670341081451625,0.0167745229444496,0.52,0.0102346633306322,0
"brill",0.802745599066839,0.147037843591534,0.943049250101682,0.76,0.816352411152479,0.0223507137292371
"brill",1.44971644738689,1.04233302595094,0.961445133943152,0.76,1.90072013411391e-05,0
"brill",1.27880300302058,0.3598868844565,0.933586773774923,0.76,0.465876190242482,0.0222017745063003
"brill",0.855524455429986,0.150337491184473,0.914573556047253,0.76,0.771699023436145,0.0329260951251122
"brill",0.593631191644818,0.274067250313237,0.377528234946218,0.64,0.00032902220532295,0
"brill",0.315251048770733,0.577496244921349,0.802882850422773,0.48,1.05263316056424,0.0235530070614266
"brill",1.31669052201323,0.968260193243623,0.990634400812858,0.76,0.0173117938800305,0
"brill",1.03560923226178,0.210885566775687,0.892971782041099,0.76,0.665473273999052,0.0394281184385788
"brill",1.4614327166928,0.506531360093504,0.986682788213445,0.76,9.83286975005712e-06,0
"brill",1.39706903079059,0.624905706848949,0.719713199911898,0.68,5.71651056650923e-06,0
"brill",0.822348781046458,0.504535480868071,0.834038838565206,0.76,0.919150508672378,0.0639877308593115
"brill",0.496443687588908,0.0853108169976622,0.309054650456367,0.6,0.00788220512614823,0
"brill",0.541970780468546,0.024168130941689,0.943055552772366,0.76,0.694673014297239,0.0118836467581077
"brill",0.449708351050504,0.395559731055982,0.91626563109603,0.76,0.95849147747725,0.0113475767548586
"brill",1.2806982829934,0.694803307531402,0.945284696612201,0.76,0.000154181905853976,0
"brill",0.107690999982879,0.812494776793756,0.000633047497064202,0,0.000583717262576601,0
"brill",1.31641254841816,1.09526932833251,0.956896745595543,0.76,0.290853133993147,0.0971463856986286
"brill",1.28081939171534,0.0757712182821706,0.885601312837596,0.76,0.571690452152886,0.0382642503506623
"brill",1.44764681754168,1.08967393019702,0.071603567261532,0.52,0.0166151371022186,0.0338283132898915
"brill",0.318290523136966,0.294523846590891,0.852741045994163,0.72,0.960930750812651,0.0347969928018943
"brill",0.767071094596758,0.0818573960568756,0.963737714353482,0.76,0.656357993956363,0.00777752972268889
"brill",1.17144698894117,0.450963080395013,0.873764099454649,0.76,0.869654358185932,0.0339343044747757
"brill",1.23113215982448,0.589758615824394,0.890505076173016,0.76,0.597670358969911,0.0862085315899683
"brill",0.0345315533922985,1.22402415925171,0.000975195934864266,0,0.000455831124659439,0
"brill",0.825582893332466,0.120142265106551,0.889380956156869,0.76,0.799615024727854,0.0216417263747135
"brill",0.544437618926167,0.713068387820385,0.951787324924136,0.76,0.573299889180596,0.0364488326831469
"brill",0.665569349541329,0.00332205521408468,0.914496421748454,0.76,0.786926259917369,0.00287370414304053
"brill",0.972522292169742,0.923588859150186,0.877169192960353,0.76,0.9264333754257,0.1129405480151
"brill",0.586883526295424,0.428088411223143,0.965096051896389,0.76,0.000379373510043183,0
"brill",0.248981273733079,1.36190643603913,0.000597622323717356,0.24,0.0393993326889964,0.0527013533577424
"brill",0.461653175647371,1.15416390483733,0.000740702050175727,0,0.000825009078968196,0
"brill",0.902818565256894,0.896540374145843,0.707326424175245,0.32,0.910990293416319,0.128159996117727
"brill",0.0988459624350071,1.25673008838203,0.000571281167273775,0,0.000626265312882674,0
"brill",1.24890737619717,0.966783025651239,0.962275613314597,0.76,0.615248743781616,0.0403797443087291
"brill",0.459411389892921,0.192538743023761,0.0479022862974099,0.6,0.000331103949989166,0
"brill",0.467422304791398,1.17976988491137,0.000743390510312648,0.36,0.0384446371057544,0.0256280796905607
"brill",0.253672434948385,0.116575486259535,0.000632545152660215,0,0.000378654111699312,0
"brill",0.798799508716911,0.756706585991196,0.593016233721884,0.68,0.0929802908979697,0.0236760324636408
"brill",0.886740207555704,1.32568820274901,0.940569791792334,0.76,0.000944824737350664,0
"brill",0.653614806127734,0.535066664451733,0.99094758411431,0.76,0.102229955967296,0.0220152453291519
"brill",0.78445313021075,1.49275424808729,0.963538171169671,0.76,0.62001231368463,0.0696445368912998
"brill",1.37058925931342,0.162236057105474,0.929626949102775,0.76,0.488262483117737,0.0258486726753824
"brill",1.34768777957652,0.0992946628248319,0.924536359789339,0.76,0.46636982353521,0.0377244822215535
"brill",0.121138149406761,1.27128670352977,0.000785621676232766,0.2,0.0243289979237536,0.0404375737164879
"brill",0.353519416297786,0.925105594214983,0.00335311731890091,0.48,0.0199255198092542,0
"brill",1.24349620216526,0.349382017739117,0.938482686321186,0.76,0.797648484480741,0.0331582310740616
"brill",1.40752181899734,1.0955261484487,0.990628331879321,0.76,0.00748841558725972,0
"brill",0.993110358598642,0.632023351499811,0.803711892933723,0.64,0.725707488310668,0.0603201591195782
"brill",1.20503059378825,1.06062051246408,0.986992355053433,0.76,4.4822672439431e-05,0
"brill",0.225974236149341,0.213771606562659,0.877173868041761,0.76,1.00845200640686,0.00939854039582233
"brill",1.18325856537558,0.143312618834898,0.912835762056686,0.76,0.577393843344795,0.0479730480118589
"brill",1.30369230138604,0.0802131704986095,0.967395948892474,0.76,0.319131849826833,0.0152002909129644
"brill",0.83458313648589,0.813685357337818,0.934431719399305,0.76,0.558229368559968,0.069617502235643
"brill",0.548912041937001,1.32753391598817,0.00320522716631647,0.4,0.130259603149454,0.0877233487845912
"brill",1.16238232911564,1.29793768096715,0.997758294512283,0.76,0.029376024516429,0
"brill",0.809979943558574,0.138128250022419,0.913379583355472,0.76,0.827892801331804,0.00930288528877261
"brill",1.33995712827891,0.107985363691114,0.995205038328393,0.76,0.00373020179036666,0
"brill",0.840602832497098,0.143228408647701,0.994951172669862,0.76,0.0890022378647026,0
"brill",1.42109098378569,0.990215399768203,0.996382336591517,0.76,0.11434113526724,0.0535760280994437
"brill",0.0105424867942929,1.343045696849,0.000870370519202856,0,0.000524458350523826,0
"brill",0.780516285449266,0.373937213793397,0.867683326221204,0.76,0.843711269180376,0.0457444281373091
"brill",0.549246813403443,0.382259738515131,0.000870268710094464,0.24,0.00125444380954118,0
"brill",0.346735032275319,0.532185029005632,0.000625290456088457,0.2,0.00130469700246714,0
"brill",0.853981361025944,0.837585102184676,0.852658137074185,0.76,0.783763627185697,0.116581598000867
"brill",0.141387055045925,0.0820334142772481,0.893344141594285,0.76,0.89639176826207,0.00731230187697778
"brill",1.47576521616429,1.21383865596727,0.0263085340408366,0.48,0.00192102508228144,0
"brill",0.0420948851387948,0.539214376942255,0.000630629914631241,0,0.000453632122499216,0
"brill",1.22678345278837,0.604688856401481,0.97669575412704,0.76,0.376308952250811,0.0447019263788509
"brill",1.07832214306109,0.998850050498731,0.021431401055064,0.56,0.00522550373253867,0
"brill",0.0729376554954797,0.899594465503469,0.000567549751265599,0,0.000326161474126737,0
"brill",0.0647344803437591,1.09024830954149,0.000696439380650708,0.4,0.0156462023207497,0
"brill",0.877261504414491,0.838313285610639,0.883045799203975,0.76,0.759604034757296,0.114304230618687
"brill",0.517762989853509,0.786935313488357,0.000709093606142045,0.24,0.0059797281692205,0
"brill",0.178621360100806,0.704230038332753,0.111465325705472,0.64,0.00749907904034889,0
"brill",0.745233422261663,1.29820731806103,0.106909953196467,0.28,1.22517986894221,0.164150714936034
"brill",0.0857953458325937,0.390299877268262,0.000684587326045722,0,0.000353331048734939,0
"brill",1.39894114283379,1.31182496622205,0.989276547635419,0.76,4.53795995740549e-05,0
"brill",1.4512003735872,0.343091603368521,0.937385021670093,0.76,0.629302728639483,0.0426371742007731
"brill",0.883101820014417,0.324291952187195,0.807995412704286,0.72,7.53232912754828e-05,0
"brill",1.25311227701604,0.820751475635916,0.682198199325393,0.72,1.01331068923192e-05,0
"brill",0.634647868573666,1.33533141645603,0.00119721762272599,0.08,0.0120946579479012,0
"brill",0.555936276214197,1.04451260820497,0.0122587909791749,0.12,0.442839054718193,0.113404172739167
"brill",0.247896543354727,0.753820522455499,0.000425842769908299,0,0.00498058746686859,0
"brill",1.32546570966952,1.37268473720178,0.988139637798959,0.76,0.0305071592611289,0
"brill",1.23592683963943,0.690421914216131,0.986770575548418,0.76,0.0723826776528327,0
"brill",0.645374424755573,0.855382824665867,0.000685600879140172,0.04,0.531611625693309,0.124717600233276
"brill",0.554056843975559,1.03646318335086,0.0225737279458176,0.24,0.268638421064886,0.22330489839114
"brill",0.0221167237032205,1.08438973221928,0.000801122413542956,0,0.000337177941422309,0
"brill",0.849099376006052,0.815354578779079,0.745500645989335,0.72,0.388368125904359,0.131442985332536
"brill",0.59086587256752,0.954206126974896,0.000769071154879344,0.4,0.01099379234654,0
"brill",0.500263787456788,1.07185445143841,0.0182470452017845,0.12,0.792564607218207,0.330764572918264
"brill",0.450086914817803,1.30950228008442,0.00080065853000756,0,0.00371396643470917,0
"brill",1.46302245813422,1.00423457915895,0.00489491490886571,0.44,0.00068902881123582,0
"brill",0.389030876336619,0.477725252509117,0.934314067264066,0.76,0.18977345608296,0.0555337309016006
"brill",1.06806736753788,0.274329164181836,0.972625619481254,0.76,0.281773283991683,0.0238172356502317
"brill",0.120415469398722,0.725184877985157,0.000553909625236504,0,0.13077774675127,0.0756358347653191
"brill",1.03827283519786,0.659691918175668,0.94095863114203,0.76,5.15482428213099e-05,0
"brill",0.390895811375231,0.0513101108372211,0.864930619093132,0.76,0.947137692995526,0.0114080585450793
"brill",0.539420337765478,0.632568189175799,0.0124183510242946,0.52,0.0033586922269506,0
"brill",0.721900108968839,0.241379524231888,0.320480480627352,0.6,0.00285144365370962,0
"brill",0.0832871252205223,0.969571358291432,0.000677887635614062,0,0.000317675952168067,0
"brill",1.30744935572147,0.644506271230057,0.972905672045743,0.76,0.304960296547478,0.0408125456319023
"brill",0.336279635550454,0.168076619273052,0.904725556329394,0.76,1.02341200823917,0.00847607723660082
"brill",0.920696705463342,0.584712309530005,0.956132555045244,0.76,0.0813645143876916,0
"brill",1.17791150556877,0.747193318675272,0.936099169680868,0.76,0.000208127404069658,0
