"spp","k1","k2","safety","kobe","yield","yieldAav"
"brill",1.59556864155456,0.918368649668992,0.903827422440404,0.633333333333333,0.660847073201416,0.880954722132508
"brill",0.335138951893896,0.567359680426307,0.602452522978897,0.366666666666667,1.04646771233555,0.895385216452317
"brill",0.791820804588497,1.0790090309456,0.724056364655159,0.366666666666667,1.24158866597965,0.845822420397807
"brill",0.0771073787473142,1.31277230253909,0.604167311597983,0,1.26238088238484,0.836517767340547
"brill",1.31889504007995,0.581586242420599,0.895196932741913,0.633333333333333,0.859257807948935,0.961508846262603
"brill",0.622937052510679,1.12541712226812,0.678407256472851,0.166666666666667,1.67992511108857,0.815520704096322
"brill",0.379138296470046,0.0307915481971577,0.924980795128783,0.633333333333333,0.825050695684773,0.994409373603634
"brill",1.25214262772352,1.33148778125178,0.766211248129449,0.466666666666667,0.962027306844762,0.720923351343742
"brill",1.03343692049384,0.323188408627175,0.893122214015344,0.633333333333333,1.18644186773796,0.981658085269806
"brill",1.85589145729318,0.352116540307179,0.930957161640825,0.633333333333333,0.436424735538908,0.950568733073959
"brill",0.116754763294011,0.287569355685264,0.667447671732138,0.366666666666667,1.1539939660487,0.968893386543671
"brill",1.87576609198004,0.237807631725445,0.951733804068229,0.633333333333333,0.894278050040662,0.971133409838718
"brill",1.59597825957462,1.05082340771332,0.95444957586477,0.633333333333333,0.872593879076409,0.883047166850651
"brill",1.23866959800944,0.808562794234604,0.759924393102495,0.533333333333333,0.896331449554885,0.888447626175946
"brill",0.734181488864124,0.676228961907327,0.787826666651131,0.2,1.28232283897067,0.933669231508904
"brill",0.116228738799691,0.265525081311353,0.774316191561247,0.166666666666667,1.16848188497191,0.988003471605154
"brill",0.28127983585,0.282992656342685,0.840738851285128,0.6,1.09909468821806,0.988672521056526
"brill",0.802715487312526,0.239549647900276,0.899786690883175,0.633333333333333,0.971221221373896,0.973697498348361
"brill",0.13602316332981,0.449081522994675,0.588241760999105,0,1.44553202446341,0.95645079999396
"brill",0.643154641613364,0.0556786560919136,0.955797436275138,0.633333333333333,0.985286675193967,0.990021036502947
"brill",0.800463968422264,1.26896923861932,0.63131067397028,0.4,0.778094770124582,0.75340323718791
"brill",0.390904390253127,1.19883867830504,0.607545043173794,0.2,1.23151529944247,0.816670437911944
"brill",0.902960375417024,0.508374384138733,0.870540405661092,0.6,1.07991723687823,0.961816466409494
"brill",1.18758804583922,0.98603506910149,0.878278167733994,0.633333333333333,0.768374632774258,0.901682394953982
"brill",1.92945890454575,0.653770860400982,0.873370173356291,0.566666666666667,0.671529013165512,0.890866745646055
"brill",0.51634913450107,0.000124496407806873,0.878912609446377,0.633333333333333,0.667961896445883,0.990536539473896
"brill",0.419711706228554,0.483017664751969,0.610009350343118,0.333333333333333,1.10921952139649,0.925874929370294
"brill",1.24577688239515,0.427018529735506,0.876785931683625,0.566666666666667,1.25852129696159,0.961037935890197
"brill",1.94027817761526,0.156215779599734,0.949690821755386,0.633333333333333,0.459359366450974,0.969341929661065
