"","spp","k1","k2","kobe","safety","yield","yieldAav"
"1","turbot",1.19667648116592,0.918368649668992,0.76,0.883897221960395,0.944302976934491,0.0890447608144024
"2","turbot",0.251354213920422,0.567359680426307,0.04,0.577813036824105,0.862577158916396,0.0531485508084475
"3","turbot",0.593865603441373,1.0790090309456,0,0.604262011327524,0.947865213044815,0.122459921505396
"4","turbot",0.0578305340604857,1.31277230253909,0.08,0.595194777503171,1.00914509711987,0.110845948648521
"5","turbot",0.989171280059963,0.581586242420599,0.76,0.881048137783856,0.656620247949003,0.0452347711215145
"6","turbot",0.467202789383009,1.12541712226812,0,0.576669496269547,1.08085749393525,0.0641610404085934
"7","turbot",0.284353722352535,0.0307915481971577,0.76,0.909245713560194,0.640564402496618,0.00963288798009657
"8","turbot",0.939106970792636,1.33148778125178,0.56,0.77966687545484,1.09982603811542,0.0809167438468108
"9","turbot",0.775077690370381,0.323188408627175,0.76,0.823460483423186,0.943017098948705,0.0332191327103915
"10","turbot",1.39191859296989,0.352116540307179,0.76,0.918711252901837,0.557029427329347,0.0414509492299625
"11","turbot",0.0875660724705085,0.287569355685264,0.76,0.871251315444506,1.10908302574771,0.0147101470685235
"12","turbot",1.40682456898503,0.237807631725445,0.76,0.924807885556451,0.618165350488469,0.0217957383973585
"13","turbot",1.19698369468097,1.05082340771332,0.48,0.680577206700006,0.907310117442304,0.184556635417633
"14","turbot",0.929002198507078,0.808562794234604,0.32,0.793873820857566,0.974038386180458,0.0684565973659103
"15","turbot",0.550636116648093,0.676228961907327,0.4,0.726965598275286,1.09196201028047,0.0577569277174187
"16","turbot",0.0871715540997684,0.265525081311353,0.08,0.659796739493881,0.986485567137851,0.0170651630461009
"17","turbot",0.2109598768875,0.282992656342685,0.72,0.802989584463672,0.957095399895147,0.0150908229754491
"18","turbot",0.602036615484394,0.239549647900276,0.72,0.816300794275551,0.907843093067214,0.0170412382883116
"19","turbot",0.102017372497357,0.449081522994675,0,0.594371620732416,1.10459902050299,0.0320559034438289
"20","turbot",0.482365981210023,0.0556786560919136,0.76,0.887359060900966,0.931732529819078,0.0134600914057986
"21","turbot",0.600347976316698,1.26896923861932,0.32,0.693527967032048,0.992174664912331,0.158025023288838
"22","turbot",0.293178292689845,1.19883867830504,0.2,0.647314714545072,1.20782077980221,0.146585246222908
"23","turbot",0.677220281562768,0.508374384138733,0.76,0.855625530061896,0.887870360613373,0.0429911880067247
"24","turbot",0.890691034379415,0.98603506910149,0.4,0.685123287837508,1.10047116945093,0.118518365631696
"25","turbot",1.44709417840932,0.653770860400982,0.76,0.915997697757032,0.688292959639827,0.080837962250944
"26","turbot",0.387261850875802,0.000124496407806873,0.76,0.89050959985399,0.65850654610866,0.00668270632668951
"27","turbot",0.314783779671416,0.483017664751969,0,0.694588365749372,0.997274568399093,0.0300602970977117
"28","turbot",0.934332661796361,0.427018529735506,0.76,0.853292723224209,1.01000252094741,0.0398094962935206
"29","turbot",1.45520863321144,0.156215779599734,0.76,0.91620405748982,0.559456025264758,0.0450834580615901
"30","turbot",0.823307170649059,1.38193457387388,0.24,0.689244129438753,0.980240361220727,0.169622413448453
"31","turbot",0.700430988916196,0.0103930751793087,0.76,0.958199337333254,0.566699891082401,0.0152355896522277
"32","turbot",0.302011708728969,1.14229622203857,0,0.629114330073397,1.08297754898279,0.0406171023615483
"33","turbot",0.0382713996805251,0.0149735163431615,0.76,0.899822705461764,0.775315728022468,0.00171929983533805
"34","turbot",1.08883110329043,0.153190152836032,0.76,0.864963150598683,0.680488870772434,0.0244060018461997
"35","turbot",1.35796501440927,1.09133568860125,0.68,0.840821542943224,0.849635137560897,0.140352742609938
"36","turbot",0.423676358303055,1.03843835333828,0,0.648152737235522,1.1594735138729,0.0739173233773181
"37","turbot",0.604299603262916,0.951965766143985,0.12,0.749366827986085,1.19755846368259,0.0939456227017838
"38","turbot",0.894206175114959,1.4504551315913,0.24,0.700896406266784,1.05417896297946,0.184427493314188
"39","turbot",0.640119059826247,1.14901493384968,0.08,0.59023446175844,0.951734151336516,0.173258631030688
"40","turbot",0.918166823568754,1.2900875096675,0.12,0.671101313373892,0.962692193123069,0.0964213172570383
"41","turbot",0.763856081175618,1.4164266991429,0.36,0.66081140838566,1.03542781074947,0.219117005867257
"42","turbot",0.641711729345843,0.770698818261735,0.76,0.837447452827217,0.965655575797705,0.0620069992926516
"43","turbot",0.470942638465203,0.0353650934994221,0.76,0.942199732519569,0.748435859364495,0.0183036591970148
"44","turbot",1.33484212425537,1.39624017302413,0.32,0.628000351271292,0.958651863222617,0.179402083338897
"45","turbot",0.345428527565673,1.31886043853592,0,0.62225058199713,1.00497094195125,0.0499376325443358
"46","turbot",1.32127297238912,1.17974518274423,0.56,0.677012578727085,0.796043968914961,0.129306612015575
"47","turbot",0.0906337341293693,0.463694099220447,0.16,0.647998978294624,1.10263317858474,0.0684093538603275
"48","turbot",1.35544278204907,0.996403750497848,0.76,0.887787400736761,0.719846937421157,0.099635017032625
"49","turbot",0.992579359095544,1.37226367089897,0,0.655390435291883,1.15830684939026,0.120204910067101
"50","turbot",1.070689286571,0.598327438929118,0.76,0.82105969526455,0.897186699904956,0.0716620594522738
"51","turbot",1.20698673126753,1.374322777614,0.48,0.661818209758796,0.956661173328978,0.158980051255771
"52","turbot",0.0533008089987561,0.808739525265992,0,0.579843308706859,0.978678424252589,0.0406724404155074
"53","turbot",0.707071527605876,0.630992364487611,0.48,0.809913444875342,1.04367308072687,0.0445234314824024
"54","turbot",1.00414452957921,0.109586483216844,0.76,0.963415097596418,0.62317643497981,0.0114020707870573
"55","turbot",1.14908658934291,0.802432600641623,0.76,0.85365076452588,0.893390236703668,0.070762165370928
"56","turbot",0.112169656902552,1.25862536556087,0,0.537569003571928,0.827585481795245,0.0444157617994464
"57","turbot",1.49075482680928,0.378357551875524,0.76,0.91339143146941,0.79761650485814,0.0324749164686134
"58","turbot",0.777282333467156,0.669821720570326,0.48,0.686423280447516,0.924427121612272,0.0977062532241134
"59","turbot",1.24449251254555,0.153706771787256,0.76,0.895651125805131,0.58482169555772,0.0251211628921297
"60","turbot",0.955042963265441,1.22365483932663,0.36,0.576612137289486,0.9438163416006,0.174587943689244
"61","turbot",0.352268027840182,1.41122987971175,0,0.641526980995068,1.08196789591016,0.0903711982590664
"62","turbot",1.13649059808813,0.59829140198417,0.76,0.815365648911434,0.914137003036173,0.0493072366435008
"63","turbot",0.779167262138799,0.427288669394329,0.76,0.824657437483526,0.82767591706746,0.0505066321639833
"64","turbot",0.363005492719822,0.733516696142033,0.04,0.656390111657801,1.12581590768965,0.0820749740175242
"65","turbot",0.0884455998893827,1.39312755642459,0,0.581867419054809,0.799693458107759,0.0327087671020172
"66","turbot",1.10975061915815,1.31185788090806,0.76,0.829556501109581,0.870786007435596,0.110296726027813
"67","turbot",0.0159858948318288,1.23417125735432,0,0.548013898098027,0.810213949071138,0.0637456981982176
"68","turbot",1.34393450268544,0.681529844761826,0.76,0.943582277470685,0.609650549461191,0.0443208432370543
"69","turbot",0.313654933241196,1.19003941467963,0.16,0.695173361935919,1.17843281069548,0.137947647615634
"70","turbot",1.31484082597308,0.176940042874776,0.76,0.920882885023742,0.575708637838425,0.0446244520077079
"71","turbot",0.406231233500876,0.0271576439263299,0.76,0.954562531068794,0.547474210520947,0.0118848273204806
"72","turbot",0.360731167369522,1.09537569468375,0,0.511639805392015,0.937961566098065,0.110236427571695
"73","turbot",1.13826954946853,0.747359942528419,0.6,0.808583266118364,1.08035429152993,0.0463720891733727
"74","turbot",0.0866464331047609,0.0534903150983155,0.76,0.884144560541445,0.831260445530723,0.00544028227734548
"75","turbot",0.676359576056711,0.187705624150112,0.76,0.907130017885939,0.72074733419278,0.0239819876950311
"76","turbot",1.04684023442678,1.21336327074096,0.76,0.848902971266948,0.973354172563379,0.0795434150914948
"77","turbot",1.33997828490101,1.38490499183536,0.76,0.883373686210733,0.990651050811733,0.0901949774302245
"78","turbot",0.215180512634106,0.698932617902756,0.24,0.701285002441486,1.08196424002674,0.0919564214709409
"79","turbot",1.31796502706129,0.127856957609765,0.76,0.942671752880846,0.621703714962581,0.0425660577932751
"80","turbot",0.15792029723525,1.35215976380277,0,0.541561671616017,0.903018175683132,0.0732341933396523
"81","turbot",0.778147584758699,0.23099589231424,0.76,0.90646506485255,0.593654399464133,0.0349106421609117
"82","turbot",0.203369706985541,0.61065180064179,0.08,0.602032260305808,0.958494958037152,0.0669732478343595
"83","turbot",1.20269132754765,0.924910059082322,0.76,0.868094128287931,0.915168067702251,0.0920538913229176
"84","turbot",1.20278604899067,0.634134755004197,0.6,0.741560138096297,0.731937143850603,0.108758195899896
"85","turbot",1.00106333289295,0.847284585004672,0.76,0.850318195015407,0.950916282659258,0.0844947816412539
"86","turbot",1.43874230445363,1.32549492374528,0.72,0.820238728232331,0.937305459560887,0.137139857629362
"87","turbot",1.04916770767886,1.2683679764159,0.32,0.55841871880948,0.914203460991259,0.175712093139358
"88","turbot",0.0922280416125432,1.15169825591147,0,0.602534822291247,1.10719378410196,0.0688062139997717
"89","turbot",0.5996876754798,0.817975106067024,0,0.583142132743902,0.868100509305478,0.0563463269538771
"90","turbot",0.296408624039032,1.32862410962116,0,0.694739220609605,1.14418895549325,0.096842303023038
"91","turbot",0.431689745862968,0.742606737068854,0,0.561176489601893,0.959137920021337,0.0687069416806578
"92","turbot",0.464470108388923,1.02451367327012,0.04,0.572070827382959,0.795109681860658,0.10831223089022
"93","turbot",0.909190725535154,0.960185440373607,0.48,0.682390884731223,1.10829304030312,0.0873739312674561
"94","turbot",1.3442753412528,1.12398358178325,0.48,0.792368924082333,0.997468649032504,0.129108298499882
"95","turbot",1.01347663323395,0.0627974123926833,0.76,0.876811256076838,0.646824614973653,0.0397042411728902
"96","turbot",1.07093457283918,1.06425462837797,0.6,0.812193597102876,0.989557018758521,0.0734904657385829
"97","turbot",1.13594855892006,1.20200257538818,0.2,0.71739567381668,0.82952094371885,0.190431817253841
"98","turbot",0.547775073442608,0.838971236371435,0.16,0.653485711134295,1.08127419433233,0.0658771013089244
"99","turbot",0.474658036837354,0.60513837786857,0,0.657439799680954,1.10597986421192,0.0546426454222889
"100","turbot",1.1485734579619,1.12778627802618,0.48,0.71681450124595,0.897077847478948,0.142400479497703
"101","turbot",0.502490400220267,1.07641551329289,0.04,0.588981854662957,1.05623978734244,0.0984445610470583
"102","turbot",0.534994073328562,0.604460476431996,0.36,0.772453197309868,1.01453802515559,0.0410285444491807
"103","turbot",1.20934704202227,0.974435996264219,0.72,0.771623709210638,0.930730908905021,0.0991764768928342
"104","turbot",0.870360757922754,0.0307227589655668,0.76,0.924904955990214,0.589798911614205,0.0076756227512873
"105","turbot",0.96604206925258,0.252414816641249,0.76,0.919874704209329,0.84868749321435,0.016272466880264
"106","turbot",0.957174735493027,0.941607784596272,0.64,0.712078227087552,0.988206403851904,0.0973534762114168
"107","turbot",1.41503576666582,0.35108212614432,0.76,0.865030515613726,0.630767688075095,0.0501204476241484
"108","turbot",1.34430329944007,0.166734958766028,0.76,0.936747134419308,0.455225194640177,0.032944779330939
"109","turbot",0.786104531725869,0.859072456369177,0.36,0.687467057524479,0.927397415998547,0.145352215301897
"110","turbot",1.44660536991432,0.148110961890779,0.76,0.927454234081708,0.552049036903095,0.0199335782435354
"111","turbot",0.826810213504359,0.22683315037284,0.76,0.879588823003905,0.67328712976704,0.0335578905049948
"112","turbot",1.13034764234908,0.21969003486447,0.76,0.821729726813965,0.872814366683673,0.023624776143357
"113","turbot",1.16580947558396,0.269609439186752,0.76,0.873734491360197,0.698440579432198,0.0316486947634335
"114","turbot",0.51522518042475,0.911114540649578,0.16,0.668988821543025,1.07738018273426,0.0898643194453005
"115","turbot",0.296164817875251,0.916221532970667,0.16,0.634100143866678,1.11587700779969,0.0850386939924804
"116","turbot",0.197208417579532,0.61672454921063,0,0.646333965887562,1.01592280224045,0.0392138595174028
"117","turbot",1.29602708725724,0.664231735398062,0.72,0.828812471939147,0.796919138406788,0.0972058981764363
"118","turbot",0.347034448524937,1.27351184247527,0,0.552586423918189,0.968514483844251,0.118068894304225
"119","turbot",0.170760471140966,0.568852163152769,0.32,0.601662593861732,1.12809696407392,0.0334551738752088
"120","turbot",0.623260719235986,0.022666298202239,0.76,0.92927809596733,0.763300222779441,0.0229576153587487
"121","turbot",1.07950541039463,0.432829313445836,0.76,0.867181602186862,0.766374128323686,0.0690392619909622
"122","turbot",0.073355168919079,0.515127526014112,0,0.588924460170759,1.02377504717379,0.0396882074294946
"123","turbot",1.20918130839709,0.0155255174031481,0.76,0.910973111524183,0.513451046179969,0.0319368231999617
"124","turbot",0.239390332717448,0.558816560776904,0,0.663420592772737,1.09921478293018,0.0322632496244272
"125","turbot",0.353632376762107,0.275608499650843,0,0.596597501622071,0.939238760026959,0.040251993312603
"126","turbot",1.25581361353397,1.10335367533844,0.52,0.782122377683669,0.982679166353787,0.13233754639986
"127","turbot",0.378480964922346,0.585284241707996,0.04,0.660002690441304,1.11654828468905,0.0315748776494241
"128","turbot",0.152727053035051,1.38216126000043,0,0.509683360049786,0.827490412225057,0.0841170336741483
